concept_id_1,concept_id_2,relationship_id,valid_start_date,valid_end_date,invalid_reason
1633749,35940207,Mapped from,10/31/2023,12/31/2099,
3194496,1635792,Maps to,10/31/2023,12/31/2099,
3198034,1634085,Maps to,10/31/2023,12/31/2099,
3194774,1634085,Maps to,10/31/2023,12/31/2099,
3194080,1634085,Maps to,10/31/2023,12/31/2099,
3181947,1634752,Maps to,10/31/2023,12/31/2099,
1635792,3194496,Mapped from,10/31/2023,12/31/2099,
1634085,3198034,Mapped from,10/31/2023,12/31/2099,
1634085,3194774,Mapped from,10/31/2023,12/31/2099,
1634085,3194080,Mapped from,10/31/2023,12/31/2099,
1634752,3181947,Mapped from,10/31/2023,12/31/2099,
4183079,1634752,Maps to,10/31/2023,12/31/2099,
4241072,36768755,Maps to,10/31/2023,12/31/2099,
4287179,1635792,Maps to,10/31/2023,12/31/2099,
4041008,1634752,Maps to,10/31/2023,12/31/2099,
4183906,1633749,Maps to,10/31/2023,12/31/2099,
764845,1633987,Maps to,10/31/2023,12/31/2099,
4246267,1633749,Maps to,10/31/2023,12/31/2099,
4120176,1635792,Maps to,10/31/2023,12/31/2099,
4183477,1634371,Maps to,10/31/2023,12/31/2099,
764844,1634191,Maps to,10/31/2023,12/31/2099,
4184071,1633749,Maps to,10/31/2023,12/31/2099,
4204361,1634371,Maps to,10/31/2023,12/31/2099,
4241297,36769109,Maps to,10/31/2023,12/31/2099,
4190072,36769737,Maps to,10/31/2023,12/31/2099,
439386,36769666,Maps to,10/31/2023,12/31/2099,
4190075,36770626,Maps to,10/31/2023,12/31/2099,
4190073,36768162,Maps to,10/31/2023,12/31/2099,
4264742,1633749,Maps to,10/31/2023,12/31/2099,
4183905,1634752,Maps to,10/31/2023,12/31/2099,
4240067,36769257,Maps to,10/31/2023,12/31/2099,
4233916,1635249,Maps to,10/31/2023,12/31/2099,
4183081,1634371,Maps to,10/31/2023,12/31/2099,
4246266,1634371,Maps to,10/31/2023,12/31/2099,
4241299,1634750,Maps to,10/31/2023,12/31/2099,
4314170,1635838,Maps to,10/31/2023,12/31/2099,
4263969,1634752,Maps to,10/31/2023,12/31/2099,
4194837,1634085,Maps to,10/31/2023,12/31/2099,
4241172,1634207,Maps to,10/31/2023,12/31/2099,
4241295,1635587,Maps to,10/31/2023,12/31/2099,
4240677,1635449,Maps to,10/31/2023,12/31/2099,
4183080,1635792,Maps to,10/31/2023,12/31/2099,
764843,1635131,Maps to,10/31/2023,12/31/2099,
4194838,1635587,Maps to,10/31/2023,12/31/2099,
4183904,1634371,Maps to,10/31/2023,12/31/2099,
4183907,1635792,Maps to,10/31/2023,12/31/2099,
4161012,1634085,Maps to,10/31/2023,12/31/2099,
4183908,1634752,Maps to,10/31/2023,12/31/2099,
4183082,1633749,Maps to,10/31/2023,12/31/2099,
4240570,1634085,Maps to,10/31/2023,12/31/2099,
3655244,1633550,Maps to,10/31/2023,12/31/2099,
3655245,1633826,Maps to,10/31/2023,12/31/2099,
3655246,1634459,Maps to,10/31/2023,12/31/2099,
3655247,1635079,Maps to,10/31/2023,12/31/2099,
3655248,1635009,Maps to,10/31/2023,12/31/2099,
4074238,1633655,Maps to,10/31/2023,12/31/2099,
4140825,1635475,Maps to,10/31/2023,12/31/2099,
4211973,1633844,Maps to,10/31/2023,12/31/2099,
4224785,1634230,Maps to,10/31/2023,12/31/2099,
4172456,1634230,Maps to,10/31/2023,12/31/2099,
4263220,1634230,Maps to,10/31/2023,12/31/2099,
4250166,1634230,Maps to,10/31/2023,12/31/2099,
4240465,1633687,Maps to,10/31/2023,12/31/2099,
1634752,4183079,Mapped from,10/31/2023,12/31/2099,
36768755,4241072,Mapped from,10/31/2023,12/31/2099,
1635792,4287179,Mapped from,10/31/2023,12/31/2099,
1634752,4041008,Mapped from,10/31/2023,12/31/2099,
1633749,4183906,Mapped from,10/31/2023,12/31/2099,
1633987,764845,Mapped from,10/31/2023,12/31/2099,
1633749,4246267,Mapped from,10/31/2023,12/31/2099,
1635792,4120176,Mapped from,10/31/2023,12/31/2099,
1634371,4183477,Mapped from,10/31/2023,12/31/2099,
1634191,764844,Mapped from,10/31/2023,12/31/2099,
1633749,4184071,Mapped from,10/31/2023,12/31/2099,
1634371,4204361,Mapped from,10/31/2023,12/31/2099,
36769109,4241297,Mapped from,10/31/2023,12/31/2099,
36769737,4190072,Mapped from,10/31/2023,12/31/2099,
36769666,439386,Mapped from,10/31/2023,12/31/2099,
36770626,4190075,Mapped from,10/31/2023,12/31/2099,
36768162,4190073,Mapped from,10/31/2023,12/31/2099,
1633749,4264742,Mapped from,10/31/2023,12/31/2099,
1634752,4183905,Mapped from,10/31/2023,12/31/2099,
36769257,4240067,Mapped from,10/31/2023,12/31/2099,
1635249,4233916,Mapped from,10/31/2023,12/31/2099,
1634371,4183081,Mapped from,10/31/2023,12/31/2099,
1634371,4246266,Mapped from,10/31/2023,12/31/2099,
1634750,4241299,Mapped from,10/31/2023,12/31/2099,
1635838,4314170,Mapped from,10/31/2023,12/31/2099,
1634752,4263969,Mapped from,10/31/2023,12/31/2099,
1634085,4194837,Mapped from,10/31/2023,12/31/2099,
1634207,4241172,Mapped from,10/31/2023,12/31/2099,
1635587,4241295,Mapped from,10/31/2023,12/31/2099,
1635449,4240677,Mapped from,10/31/2023,12/31/2099,
1635792,4183080,Mapped from,10/31/2023,12/31/2099,
1635131,764843,Mapped from,10/31/2023,12/31/2099,
1635587,4194838,Mapped from,10/31/2023,12/31/2099,
1634371,4183904,Mapped from,10/31/2023,12/31/2099,
1635792,4183907,Mapped from,10/31/2023,12/31/2099,
1634085,4161012,Mapped from,10/31/2023,12/31/2099,
1634752,4183908,Mapped from,10/31/2023,12/31/2099,
1633749,4183082,Mapped from,10/31/2023,12/31/2099,
1634085,4240570,Mapped from,10/31/2023,12/31/2099,
1633550,3655244,Mapped from,10/31/2023,12/31/2099,
1633826,3655245,Mapped from,10/31/2023,12/31/2099,
1634459,3655246,Mapped from,10/31/2023,12/31/2099,
1635079,3655247,Mapped from,10/31/2023,12/31/2099,
1635009,3655248,Mapped from,10/31/2023,12/31/2099,
1633655,4074238,Mapped from,10/31/2023,12/31/2099,
1635475,4140825,Mapped from,10/31/2023,12/31/2099,
1633844,4211973,Mapped from,10/31/2023,12/31/2099,
1634230,4224785,Mapped from,10/31/2023,12/31/2099,
1634230,4172456,Mapped from,10/31/2023,12/31/2099,
1634230,4263220,Mapped from,10/31/2023,12/31/2099,
1634230,4250166,Mapped from,10/31/2023,12/31/2099,
1633687,4240465,Mapped from,10/31/2023,12/31/2099,
