concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
		"ICDO3"		"X"	"8160/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8160/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8161/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8161/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8162/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8170/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8170/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8171/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8172/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8173/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8174/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8175/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8180/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8190/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8190/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8191/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8200/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8200/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8201/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8201/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8202/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8204/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8210/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8210/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8210/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8211/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8211/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8212/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8213/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8214/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8244/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8245/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8245/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8246/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8247/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8248/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8249/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8250/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8250/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8251/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8251/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8252/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8253/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8254/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8255/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8260/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8260/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8261/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8261/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8261/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8262/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8263/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8263/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8263/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8264/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8270/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8270/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8271/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8272/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8272/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8280/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8280/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8281/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8281/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8290/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8290/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8300/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8300/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8310/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8310/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8311/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8312/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8313/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8313/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8313/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8314/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8315/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8316/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8317/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8318/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8319/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8320/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8321/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8322/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8322/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8323/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8323/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8324/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8325/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8330/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8330/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9911/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9712/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9597/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9738/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9814/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9898/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9724/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9818/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9869/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9395/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8163/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9735/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9726/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9809/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9831/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9966/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9813/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9725/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9432/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9817/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9688/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8148/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8975/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9991/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9971/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8213/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8077/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9808/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9741/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9759/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9865/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8163/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9967/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9425/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9971/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8552/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9807/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9965/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9806/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9816/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9509/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9992/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9431/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9812/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9898/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8964/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8965/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8966/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8967/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8970/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8971/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8972/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8973/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8974/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8980/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8981/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8982/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8982/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8983/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8990/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8990/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8990/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8991/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9000/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9000/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9000/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9010/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9011/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9012/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9013/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9014/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9014/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9014/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9015/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9015/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9015/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9016/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9020/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9020/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9020/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9030/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9040/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9040/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9041/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9042/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9043/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9044/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9050/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9050/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9051/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9051/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9052/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9052/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9101/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9102/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9103/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9104/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9105/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9110/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9110/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9110/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9120/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9120/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9121/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9122/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9123/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9124/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9125/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9130/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9130/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9130/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9131/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9132/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9133/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9133/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9135/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9136/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9140/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9141/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9142/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9150/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9150/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9150/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9160/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9161/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9161/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9170/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9170/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9171/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9172/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9173/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9174/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9174/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9175/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9180/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9180/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9181/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9182/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9183/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9184/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9185/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9270/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9270/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9270/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9271/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9272/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9273/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9274/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9275/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9280/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9281/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9282/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9290/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9290/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9392/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9393/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9394/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9400/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9401/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9410/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9411/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9412/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9413/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9420/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9421/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9423/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9424/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9430/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9440/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9441/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9442/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9442/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9444/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9450/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9451/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9460/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9470/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9471/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9472/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9473/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9474/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9480/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9490/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9490/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9491/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9492/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9493/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9651/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9539/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9540/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9540/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9540/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9541/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9550/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9560/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9560/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9560/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9561/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9562/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9570/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9571/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9571/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9580/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9580/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9581/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9582/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9590/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9591/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9596/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9650/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9652/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9653/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9654/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9655/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9659/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9661/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9662/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9663/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9664/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9665/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9667/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9670/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9671/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9673/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9675/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9678/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9679/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9727/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9728/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9729/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9731/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9732/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9733/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9734/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9740/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9740/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9741/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9742/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9750/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9752/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9753/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9754/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9755/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9756/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9757/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9758/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9760/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9761/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9762/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9764/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9765/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9766/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9767/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9768/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9769/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9800/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9801/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9805/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9820/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9823/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9826/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9827/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9831/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9832/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9833/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9834/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9835/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9836/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9837/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9840/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9860/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9861/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9863/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9866/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9867/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9870/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9871/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8408/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8409/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8410/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8410/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8413/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8420/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8420/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8430/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8430/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8440/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8440/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8441/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8442/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8443/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8444/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8450/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8450/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8451/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8452/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8452/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8453/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8453/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8453/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8712/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8453/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8454/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8460/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8460/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8461/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8461/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8462/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8463/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8470/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8470/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8470/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8470/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8471/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8471/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8472/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8473/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9872/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9873/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9874/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9875/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9876/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9891/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9895/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9896/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9897/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9910/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9920/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9930/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9931/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9940/3"	"2015-09-18"		"X"
