concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
		"ICDO3"		"X"	"9945/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9946/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9948/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9950/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9960/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9961/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9962/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9963/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9964/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9970/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9975/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9980/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9982/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9983/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9984/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9985/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9986/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9987/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9989/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9737/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8158/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8520/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8520/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8851/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8851/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8852/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8852/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8853/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8854/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8854/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8855/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8856/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8857/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8857/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8858/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8860/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8861/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8862/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8870/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8880/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8881/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8890/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8890/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8890/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8891/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8891/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8892/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8893/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8894/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8894/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8895/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8895/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8896/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8897/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8898/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8900/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8900/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8901/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8902/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8903/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8904/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8905/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8910/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8912/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8920/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8921/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8740/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8740/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8741/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8741/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8742/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8742/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8800/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8800/9"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8801/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8802/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8803/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8804/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8805/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8806/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8810/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8810/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8810/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8811/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8811/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8812/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8812/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8813/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8813/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8814/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8815/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8815/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8820/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8821/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8822/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8823/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8824/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8824/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8825/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8825/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8826/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8827/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8830/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8830/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8830/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8831/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8832/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8832/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8833/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8834/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8835/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8836/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8840/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8840/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8841/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8842/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8850/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8850/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8850/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8936/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8936/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8936/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8940/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8940/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8941/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8930/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8930/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8931/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8000/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9340/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9341/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9342/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9350/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9351/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9352/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9360/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9361/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9362/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9363/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9364/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9365/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9370/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9371/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9372/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9373/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9380/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9381/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9382/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9383/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9384/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9390/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9390/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9390/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9391/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8521/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8522/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8522/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8523/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8524/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8525/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8530/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8540/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8541/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8542/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8543/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8550/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8550/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8550/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8551/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8560/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8560/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8561/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8562/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8570/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8571/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8572/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8573/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8574/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8575/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8576/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8580/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8580/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8580/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8581/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8581/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8582/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8582/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8600/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8600/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8601/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8602/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8610/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8620/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8620/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8621/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8622/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8623/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8630/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8630/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8630/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8631/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8631/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8631/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8632/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8633/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8634/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8634/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8640/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8640/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8641/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8642/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8650/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8650/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8650/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8660/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8670/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8670/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8671/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8680/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8680/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8680/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8681/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8682/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8683/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8690/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8691/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8692/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8693/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8693/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8700/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8700/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8710/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8711/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8711/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8713/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8720/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8720/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8720/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8721/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8722/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8722/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8723/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8723/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8725/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8726/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8727/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8728/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8248/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8241/6"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8343/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8060/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8041/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8000/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8262/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8255/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8562/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9530/9"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8249/6"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9550/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8083/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8490/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8490/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8241/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9080/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8050/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9999/9"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8244/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9550/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9084/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8242/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8330/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9350/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8442/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9351/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8821/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9351/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8462/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9100/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9350/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8121/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8593/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8072/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9352/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8153/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8590/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8400/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8146/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8480/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8481/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8550/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8140/9"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8053/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8240/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8560/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9989/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9413/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8261/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8070/9"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8430/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8146/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8141/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8245/6"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8836/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8211/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8574/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8075/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9505/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8310/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8213/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8451/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9539/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8761/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8822/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9538/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9073/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9101/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8463/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9161/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9014/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8473/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9091/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9413/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8143/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8572/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8022/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9506/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9533/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9970/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8040/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8835/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8440/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8323/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9054/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9085/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8800/6"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8246/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8031/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9734/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8243/6"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8242/6"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9562/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8074/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8824/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8632/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9104/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8004/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9360/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8936/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9361/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8090/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9506/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8240/6"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8462/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9360/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8622/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8243/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8950/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8200/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8032/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9590/9"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9986/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9769/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8571/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9300/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8011/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8030/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8082/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8260/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8041/6"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9950/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8570/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8573/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9383/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9500/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8473/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8442/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9200/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8472/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9055/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8580/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9571/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8012/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8381/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8051/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9393/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8246/6"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8033/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9070/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8073/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9380/1"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8540/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8521/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8826/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8771/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8160/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9401/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8401/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8370/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8743/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8721/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8145/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8524/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8770/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8124/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9321/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8390/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8290/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8726/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8170/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8831/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9531/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8542/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9382/0"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8823/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9363/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8443/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9103/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8760/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"9081/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8220/2"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8081/3"	"2015-09-18"		"X"
		"ICDO3"		"X"	"8760/2"	"2015-09-18"		"X"
