"concept_code_1","concept_code_2","relationship_id"
"11-2861","11-2861-010","item has value of"
"11-2861","11-2861-999","item has value of"
"15-2861","15-2861-020","item has value of"
"15-2861","15-2861-988","item has value of"
"15-2861","15-2861-040","item has value of"
"15-2861","15-2861-030","item has value of"
"15-2861","15-2861-000","item has value of"
"15-2861","15-2861-010","item has value of"
"15-2861","15-2861-999","item has value of"
"74-2861","74-2861-020","item has value of"
"74-2861","74-2861-988","item has value of"
"74-2861","74-2861-040","item has value of"
"74-2861","74-2861-030","item has value of"
"74-2861","74-2861-000","item has value of"
"74-2861","74-2861-010","item has value of"
"74-2861","74-2861-999","item has value of"
"38-2861","38-2861-020","item has value of"
"38-2861","38-2861-988","item has value of"
"38-2861","38-2861-040","item has value of"
"38-2861","38-2861-030","item has value of"
"38-2861","38-2861-000","item has value of"
"38-2861","38-2861-010","item has value of"
"38-2861","38-2861-999","item has value of"
"17-2861","17-2861-020","item has value of"
"17-2861","17-2861-988","item has value of"
"17-2861","17-2861-040","item has value of"
"17-2861","17-2861-030","item has value of"
"17-2861","17-2861-000","item has value of"
"17-2861","17-2861-010","item has value of"
"17-2861","17-2861-999","item has value of"
"88-2861","88-2861-020","item has value of"
"88-2861","88-2861-988","item has value of"
"88-2861","88-2861-040","item has value of"
"88-2861","88-2861-030","item has value of"
"88-2861","88-2861-000","item has value of"
"88-2861","88-2861-010","item has value of"
"88-2861","88-2861-999","item has value of"
"86-2861","86-2861-020","item has value of"
"86-2861","86-2861-988","item has value of"
"86-2861","86-2861-040","item has value of"
"86-2861","86-2861-030","item has value of"
"86-2861","86-2861-000","item has value of"
"86-2861","86-2861-010","item has value of"
"86-2861","86-2861-999","item has value of"
"16-2861","16-2861-020","item has value of"
"16-2861","16-2861-988","item has value of"
"16-2861","16-2861-040","item has value of"
"16-2861","16-2861-030","item has value of"
"16-2861","16-2861-000","item has value of"
"16-2861","16-2861-010","item has value of"
"16-2861","16-2861-999","item has value of"
"84-2861","84-2861-020","item has value of"
"84-2861","84-2861-988","item has value of"
"84-2861","84-2861-040","item has value of"
"84-2861","84-2861-030","item has value of"
"84-2861","84-2861-000","item has value of"
"84-2861","84-2861-010","item has value of"
"84-2861","84-2861-999","item has value of"
"27-2861","27-2861-020","item has value of"
"27-2861","27-2861-988","item has value of"
"27-2861","27-2861-040","item has value of"
"27-2861","27-2861-030","item has value of"
"27-2861","27-2861-000","item has value of"
"27-2861","27-2861-010","item has value of"
"27-2861","27-2861-999","item has value of"
"14-2861","14-2861-020","item has value of"
"14-2861","14-2861-988","item has value of"
"14-2861","14-2861-040","item has value of"
"14-2861","14-2861-030","item has value of"
"14-2861","14-2861-000","item has value of"
"14-2861","14-2861-010","item has value of"
"14-2861","14-2861-999","item has value of"
"3-2861","3-2861-020","item has value of"
"3-2861","3-2861-988","item has value of"
"3-2861","3-2861-040","item has value of"
"3-2861","3-2861-030","item has value of"
"3-2861","3-2861-000","item has value of"
"3-2861","3-2861-010","item has value of"
"3-2861","3-2861-999","item has value of"
"6-2861","6-2861-020","item has value of"
"6-2861","6-2861-988","item has value of"
"6-2861","6-2861-040","item has value of"
"6-2861","6-2861-030","item has value of"
"6-2861","6-2861-000","item has value of"
"6-2861","6-2861-010","item has value of"
"6-2861","6-2861-999","item has value of"
"23-2861","23-2861-020","item has value of"
"23-2861","23-2861-988","item has value of"
"23-2861","23-2861-040","item has value of"
"23-2861","23-2861-030","item has value of"
"23-2861","23-2861-000","item has value of"
"23-2861","23-2861-010","item has value of"
"23-2861","23-2861-999","item has value of"
"30-2861","30-2861-020","item has value of"
"30-2861","30-2861-988","item has value of"
"30-2861","30-2861-040","item has value of"
"30-2861","30-2861-030","item has value of"
"30-2861","30-2861-000","item has value of"
"30-2861","30-2861-010","item has value of"
"30-2861","30-2861-999","item has value of"
"13-2861","13-2861-020","item has value of"
"13-2861","13-2861-988","item has value of"
"13-2861","13-2861-040","item has value of"
"13-2861","13-2861-030","item has value of"
"13-2861","13-2861-000","item has value of"
"13-2861","13-2861-010","item has value of"
"13-2861","13-2861-999","item has value of"
"75-2861","75-2861-020","item has value of"
"75-2861","75-2861-988","item has value of"
"75-2861","75-2861-040","item has value of"
"75-2861","75-2861-030","item has value of"
"75-2861","75-2861-000","item has value of"
"75-2861","75-2861-010","item has value of"
"75-2861","75-2861-999","item has value of"
"10-2861","10-2861-020","item has value of"
"10-2861","10-2861-988","item has value of"
"10-2861","10-2861-040","item has value of"
"10-2861","10-2861-030","item has value of"
"10-2861","10-2861-000","item has value of"
"10-2861","10-2861-010","item has value of"
"10-2861","10-2861-999","item has value of"
"2-2861","2-2861-020","item has value of"
"2-2861","2-2861-988","item has value of"
"2-2861","2-2861-040","item has value of"
"2-2861","2-2861-030","item has value of"
"2-2861","2-2861-000","item has value of"
"2-2861","2-2861-010","item has value of"
"2-2861","2-2861-999","item has value of"
"78-2861","78-2861-020","item has value of"
"78-2861","78-2861-988","item has value of"
"78-2861","78-2861-040","item has value of"
"78-2861","78-2861-030","item has value of"
"78-2861","78-2861-000","item has value of"
"78-2861","78-2861-010","item has value of"
"78-2861","78-2861-999","item has value of"
"40-2861","40-2861-020","item has value of"
"40-2861","40-2861-988","item has value of"
"40-2861","40-2861-040","item has value of"
"40-2861","40-2861-030","item has value of"
"40-2861","40-2861-000","item has value of"
"40-2861","40-2861-010","item has value of"
"40-2861","40-2861-999","item has value of"
"83-2861","83-2861-020","item has value of"
"83-2861","83-2861-988","item has value of"
"83-2861","83-2861-040","item has value of"
"83-2861","83-2861-030","item has value of"
"83-2861","83-2861-000","item has value of"
"83-2861","83-2861-010","item has value of"
"83-2861","83-2861-999","item has value of"
"24-2861","24-2861-020","item has value of"
"24-2861","24-2861-988","item has value of"
"24-2861","24-2861-040","item has value of"
"24-2861","24-2861-030","item has value of"
"24-2861","24-2861-000","item has value of"
"24-2861","24-2861-010","item has value of"
"24-2861","24-2861-999","item has value of"
"8-2861","8-2861-020","item has value of"
"8-2861","8-2861-988","item has value of"
"8-2861","8-2861-040","item has value of"
"8-2861","8-2861-030","item has value of"
"8-2861","8-2861-000","item has value of"
"8-2861","8-2861-010","item has value of"
"8-2861","8-2861-999","item has value of"
"81-2861","81-2861-020","item has value of"
"81-2861","81-2861-988","item has value of"
"81-2861","81-2861-040","item has value of"
"81-2861","81-2861-030","item has value of"
"81-2861","81-2861-000","item has value of"
"81-2861","81-2861-010","item has value of"
"81-2861","81-2861-999","item has value of"
"25-2861","25-2861-020","item has value of"
"25-2861","25-2861-988","item has value of"
"25-2861","25-2861-040","item has value of"
"25-2861","25-2861-030","item has value of"
"25-2861","25-2861-000","item has value of"
"25-2861","25-2861-010","item has value of"
"25-2861","25-2861-999","item has value of"
"22-2861","22-2861-020","item has value of"
"22-2861","22-2861-988","item has value of"
"22-2861","22-2861-040","item has value of"
"22-2861","22-2861-030","item has value of"
"22-2861","22-2861-000","item has value of"
"22-2861","22-2861-010","item has value of"
"22-2861","22-2861-999","item has value of"
"33-2861","33-2861-020","item has value of"
"33-2861","33-2861-988","item has value of"
"33-2861","33-2861-040","item has value of"
"33-2861","33-2861-030","item has value of"
"33-2861","33-2861-000","item has value of"
"33-2861","33-2861-010","item has value of"
"33-2861","33-2861-999","item has value of"
"28-2861","28-2861-020","item has value of"
"28-2861","28-2861-988","item has value of"
"28-2861","28-2861-040","item has value of"
"28-2861","28-2861-030","item has value of"
"28-2861","28-2861-000","item has value of"
"28-2861","28-2861-010","item has value of"
"28-2861","28-2861-999","item has value of"
"34-2861","34-2861-020","item has value of"
"34-2861","34-2861-988","item has value of"
"34-2861","34-2861-040","item has value of"
"34-2861","34-2861-030","item has value of"
"34-2861","34-2861-000","item has value of"
"34-2861","34-2861-010","item has value of"
"34-2861","34-2861-999","item has value of"
"87-2861","87-2861-020","item has value of"
"87-2861","87-2861-988","item has value of"
"87-2861","87-2861-040","item has value of"
"87-2861","87-2861-030","item has value of"
"87-2861","87-2861-000","item has value of"
"87-2861","87-2861-010","item has value of"
"87-2861","87-2861-999","item has value of"
"85-2861","85-2861-020","item has value of"
"85-2861","85-2861-988","item has value of"
"85-2861","85-2861-040","item has value of"
"85-2861","85-2861-030","item has value of"
"85-2861","85-2861-000","item has value of"
"85-2861","85-2861-010","item has value of"
"85-2861","85-2861-999","item has value of"
"21-2861","21-2861-020","item has value of"
"21-2861","21-2861-988","item has value of"
"21-2861","21-2861-040","item has value of"
"21-2861","21-2861-030","item has value of"
"21-2861","21-2861-000","item has value of"
"21-2861","21-2861-010","item has value of"
"21-2861","21-2861-999","item has value of"
"26-2861","26-2861-020","item has value of"
"26-2861","26-2861-988","item has value of"
"26-2861","26-2861-040","item has value of"
"26-2861","26-2861-030","item has value of"
"26-2861","26-2861-000","item has value of"
"26-2861","26-2861-010","item has value of"
"26-2861","26-2861-999","item has value of"
"31-2861","31-2861-020","item has value of"
"31-2861","31-2861-988","item has value of"
"31-2861","31-2861-040","item has value of"
"31-2861","31-2861-030","item has value of"
"31-2861","31-2861-000","item has value of"
"31-2861","31-2861-010","item has value of"
"31-2861","31-2861-999","item has value of"
"12-2861","12-2861-020","item has value of"
"12-2861","12-2861-988","item has value of"
"12-2861","12-2861-040","item has value of"
"12-2861","12-2861-030","item has value of"
"12-2861","12-2861-000","item has value of"
"12-2861","12-2861-010","item has value of"
"12-2861","12-2861-999","item has value of"
"80-2861","80-2861-020","item has value of"
"80-2861","80-2861-988","item has value of"
"80-2861","80-2861-040","item has value of"
"80-2861","80-2861-030","item has value of"
"80-2861","80-2861-000","item has value of"
"80-2861","80-2861-010","item has value of"
"80-2861","80-2861-999","item has value of"
"39-2861","39-2861-020","item has value of"
"39-2861","39-2861-988","item has value of"
"39-2861","39-2861-040","item has value of"
"39-2861","39-2861-030","item has value of"
"39-2861","39-2861-000","item has value of"
"39-2861","39-2861-010","item has value of"
"39-2861","39-2861-999","item has value of"
"79-2861","79-2861-020","item has value of"
"79-2861","79-2861-988","item has value of"
"79-2861","79-2861-040","item has value of"
"79-2861","79-2861-030","item has value of"
"79-2861","79-2861-000","item has value of"
"79-2861","79-2861-010","item has value of"
"79-2861","79-2861-999","item has value of"
"4-2861","4-2861-020","item has value of"
"4-2861","4-2861-988","item has value of"
"4-2861","4-2861-040","item has value of"
"4-2861","4-2861-030","item has value of"
"4-2861","4-2861-000","item has value of"
"4-2861","4-2861-010","item has value of"
"4-2861","4-2861-999","item has value of"
"76-2861","76-2861-020","item has value of"
"76-2861","76-2861-988","item has value of"
"76-2861","76-2861-040","item has value of"
"76-2861","76-2861-030","item has value of"
"76-2861","76-2861-000","item has value of"
"76-2861","76-2861-010","item has value of"
"76-2861","76-2861-999","item has value of"
"1-2861","1-2861-020","item has value of"
"1-2861","1-2861-988","item has value of"
"1-2861","1-2861-040","item has value of"
"1-2861","1-2861-030","item has value of"
"1-2861","1-2861-000","item has value of"
"1-2861","1-2861-010","item has value of"
"1-2861","1-2861-999","item has value of"
"20-2861","20-2861-020","item has value of"
"20-2861","20-2861-988","item has value of"
"20-2861","20-2861-040","item has value of"
"20-2861","20-2861-030","item has value of"
"20-2861","20-2861-000","item has value of"
"20-2861","20-2861-010","item has value of"
"20-2861","20-2861-999","item has value of"
"18-2861","18-2861-020","item has value of"
"18-2861","18-2861-988","item has value of"
"18-2861","18-2861-040","item has value of"
"18-2861","18-2861-030","item has value of"
"18-2861","18-2861-000","item has value of"
"18-2861","18-2861-010","item has value of"
"18-2861","18-2861-999","item has value of"
"32-2861","32-2861-020","item has value of"
"32-2861","32-2861-988","item has value of"
"32-2861","32-2861-040","item has value of"
"32-2861","32-2861-030","item has value of"
"32-2861","32-2861-000","item has value of"
"32-2861","32-2861-010","item has value of"
"32-2861","32-2861-999","item has value of"
"89-2861","89-2861-020","item has value of"
"89-2861","89-2861-988","item has value of"
"89-2861","89-2861-040","item has value of"
"89-2861","89-2861-030","item has value of"
"89-2861","89-2861-000","item has value of"
"89-2861","89-2861-010","item has value of"
"89-2861","89-2861-999","item has value of"
"5-2861","5-2861-020","item has value of"
"5-2861","5-2861-988","item has value of"
"5-2861","5-2861-040","item has value of"
"5-2861","5-2861-030","item has value of"
"5-2861","5-2861-000","item has value of"
"5-2861","5-2861-010","item has value of"
"5-2861","5-2861-999","item has value of"
"35-2861","35-2861-020","item has value of"
"35-2861","35-2861-988","item has value of"
"35-2861","35-2861-040","item has value of"
"35-2861","35-2861-030","item has value of"
"35-2861","35-2861-000","item has value of"
"35-2861","35-2861-010","item has value of"
"35-2861","35-2861-999","item has value of"
"82-2861","82-2861-020","item has value of"
"82-2861","82-2861-988","item has value of"
"82-2861","82-2861-040","item has value of"
"82-2861","82-2861-030","item has value of"
"82-2861","82-2861-000","item has value of"
"82-2861","82-2861-010","item has value of"
"82-2861","82-2861-999","item has value of"
"7-2861","7-2861-020","item has value of"
"7-2861","7-2861-988","item has value of"
"7-2861","7-2861-040","item has value of"
"7-2861","7-2861-030","item has value of"
"7-2861","7-2861-000","item has value of"
"7-2861","7-2861-010","item has value of"
"7-2861","7-2861-999","item has value of"
"77-2861","77-2861-020","item has value of"
"77-2861","77-2861-988","item has value of"
"77-2861","77-2861-040","item has value of"
"77-2861","77-2861-030","item has value of"
"77-2861","77-2861-000","item has value of"
"77-2861","77-2861-010","item has value of"
"77-2861","77-2861-999","item has value of"
"9-2861","9-2861-020","item has value of"
"9-2861","9-2861-988","item has value of"
"9-2861","9-2861-040","item has value of"
"9-2861","9-2861-030","item has value of"
"9-2861","9-2861-000","item has value of"
"9-2861","9-2861-010","item has value of"
"9-2861","9-2861-999","item has value of"
"19-2861","19-2861-020","item has value of"
"19-2861","19-2861-988","item has value of"
"19-2861","19-2861-040","item has value of"
"19-2861","19-2861-030","item has value of"
"19-2861","19-2861-000","item has value of"
"19-2861","19-2861-010","item has value of"
"19-2861","19-2861-999","item has value of"
"73-2861","73-2861-020","item has value of"
"73-2861","73-2861-988","item has value of"
"73-2861","73-2861-040","item has value of"
"73-2861","73-2861-030","item has value of"
"73-2861","73-2861-000","item has value of"
"73-2861","73-2861-010","item has value of"
"73-2861","73-2861-999","item has value of"
"36-2861","36-2861-020","item has value of"
"36-2861","36-2861-988","item has value of"
"36-2861","36-2861-040","item has value of"
"36-2861","36-2861-030","item has value of"
"36-2861","36-2861-000","item has value of"
"36-2861","36-2861-010","item has value of"
"36-2861","36-2861-999","item has value of"
"50-2861","50-2861-988","item has value of"
"50-2861","50-2861-050","item has value of"
"50-2861","50-2861-997","item has value of"
"50-2861","50-2861-020","item has value of"
"50-2861","50-2861-998","item has value of"
"50-2861","50-2861-060","item has value of"
"50-2861","50-2861-999","item has value of"
"50-2861","50-2861-040","item has value of"
"56-2861","56-2861-988","item has value of"
"56-2861","56-2861-050","item has value of"
"56-2861","56-2861-997","item has value of"
"56-2861","56-2861-020","item has value of"
"56-2861","56-2861-998","item has value of"
"56-2861","56-2861-060","item has value of"
"56-2861","56-2861-999","item has value of"
"56-2861","56-2861-040","item has value of"
"53-2861","53-2861-988","item has value of"
"53-2861","53-2861-050","item has value of"
"53-2861","53-2861-997","item has value of"
"53-2861","53-2861-020","item has value of"
"53-2861","53-2861-998","item has value of"
"53-2861","53-2861-060","item has value of"
"53-2861","53-2861-999","item has value of"
"53-2861","53-2861-040","item has value of"
"134-2861","134-2861-000","item has value of"
"134-2861","134-2861-988","item has value of"
"134-2861","134-2861-997","item has value of"
"134-2861","134-2861-010","item has value of"
"134-2861","134-2861-998","item has value of"
"134-2861","134-2861-999","item has value of"
"135-2861","135-2861-000","item has value of"
"135-2861","135-2861-988","item has value of"
"135-2861","135-2861-997","item has value of"
"135-2861","135-2861-010","item has value of"
"135-2861","135-2861-998","item has value of"
"135-2861","135-2861-999","item has value of"
"136-2861","136-2861-000","item has value of"
"136-2861","136-2861-988","item has value of"
"136-2861","136-2861-997","item has value of"
"136-2861","136-2861-010","item has value of"
"136-2861","136-2861-998","item has value of"
"136-2861","136-2861-999","item has value of"
"143-2861","143-2861-021","item has value of"
"143-2861","143-2861-030","item has value of"
"143-2861","143-2861-040","item has value of"
"143-2861","143-2861-999","item has value of"
"143-2861","143-2861-988","item has value of"
"143-2861","143-2861-010","item has value of"
"143-2861","143-2861-000","item has value of"
"143-2861","143-2861-055","item has value of"
"143-2861","143-2861-020","item has value of"
"143-2861","143-2861-022","item has value of"
"143-2861","143-2861-090","item has value of"
"48-2861","48-2861-998","item has value of"
"48-2861","48-2861-997","item has value of"
"48-2861","48-2861-988","item has value of"
"48-2861","48-2861-020","item has value of"
"48-2861","48-2861-030","item has value of"
"48-2861","48-2861-888","item has value of"
"48-2861","48-2861-010","item has value of"
"48-2861","48-2861-999","item has value of"
"42-2861","42-2861-998","item has value of"
"42-2861","42-2861-997","item has value of"
"42-2861","42-2861-988","item has value of"
"42-2861","42-2861-020","item has value of"
"42-2861","42-2861-030","item has value of"
"42-2861","42-2861-888","item has value of"
"42-2861","42-2861-010","item has value of"
"42-2861","42-2861-999","item has value of"
"45-2861","45-2861-998","item has value of"
"45-2861","45-2861-997","item has value of"
"45-2861","45-2861-988","item has value of"
"45-2861","45-2861-020","item has value of"
"45-2861","45-2861-030","item has value of"
"45-2861","45-2861-888","item has value of"
"45-2861","45-2861-010","item has value of"
"45-2861","45-2861-999","item has value of"
"106-2862","106-2862-010","item has value of"
"106-2862","106-2862-999","item has value of"
"106-2862","106-2862-997","item has value of"
"106-2862","106-2862-001","item has value of"
"106-2862","106-2862-988","item has value of"
"106-2862","106-2862-020","item has value of"
"106-2862","106-2862-003","item has value of"
"106-2862","106-2862-002","item has value of"
"106-2862","106-2862-030","item has value of"
"106-2862","106-2862-998","item has value of"
"106-2862","106-2862-000","item has value of"
"142-2862","142-2862-000","item has value of"
"142-2862","142-2862-999","item has value of"
"142-2862","142-2862-988","item has value of"
"142-2862","142-2862-010","item has value of"
"121-2862","121-2862-999","item has value of"
"121-2862","121-2862-998","item has value of"
"121-2862","121-2862-002-010","item has numeric range of"
"121-2862","121-2862-988","item has value of"
"126-2862","126-2862-030","item has value of"
"126-2862","126-2862-988","item has value of"
"126-2862","126-2862-999","item has value of"
"126-2862","126-2862-010","item has value of"
"126-2862","126-2862-020","item has value of"
"126-2862","126-2862-000","item has value of"
"60-2862","60-2862-000","item has value of"
"60-2862","60-2862-100","item has value of"
"60-2862","60-2862-988","item has value of"
"60-2862","60-2862-001","item has value of"
"60-2862","60-2862-997","item has value of"
"60-2862","60-2862-002-099","item has numeric range of"
"60-2862","60-2862-998","item has value of"
"60-2862","60-2862-999","item has value of"
"97-2862","97-2862-997","item has value of"
"97-2862","97-2862-998","item has value of"
"97-2862","97-2862-010","item has value of"
"97-2862","97-2862-000","item has value of"
"97-2862","97-2862-988","item has value of"
"97-2862","97-2862-999","item has value of"
"104-2862","104-2862-020","item has value of"
"104-2862","104-2862-988","item has value of"
"104-2862","104-2862-010","item has value of"
"104-2862","104-2862-998","item has value of"
"104-2862","104-2862-997","item has value of"
"104-2862","104-2862-999","item has value of"
"110-2862","110-2862-998","item has value of"
"110-2862","110-2862-000","item has value of"
"110-2862","110-2862-999","item has value of"
"110-2862","110-2862-010","item has value of"
"110-2862","110-2862-988","item has value of"
"99-2862","99-2862-001","item has value of"
"99-2862","99-2862-999","item has value of"
"99-2862","99-2862-010","item has value of"
"99-2862","99-2862-988","item has value of"
"99-2862","99-2862-998","item has value of"
"99-2862","99-2862-000","item has value of"
"122-2862","122-2862-000","item has value of"
"122-2862","122-2862-030","item has value of"
"122-2862","122-2862-007","item has value of"
"122-2862","122-2862-050","item has value of"
"122-2862","122-2862-998","item has value of"
"122-2862","122-2862-040","item has value of"
"122-2862","122-2862-010","item has value of"
"122-2862","122-2862-140","item has value of"
"122-2862","122-2862-240","item has value of"
"122-2862","122-2862-020","item has value of"
"122-2862","122-2862-150","item has value of"
"122-2862","122-2862-008","item has value of"
"122-2862","122-2862-130","item has value of"
"122-2862","122-2862-070","item has value of"
"122-2862","122-2862-170","item has value of"
"122-2862","122-2862-009","item has value of"
"122-2862","122-2862-060","item has value of"
"122-2862","122-2862-002","item has value of"
"122-2862","122-2862-999","item has value of"
"122-2862","122-2862-995","item has value of"
"122-2862","122-2862-996","item has value of"
"122-2862","122-2862-006","item has value of"
"122-2862","122-2862-003","item has value of"
"122-2862","122-2862-100","item has value of"
"122-2862","122-2862-120","item has value of"
"122-2862","122-2862-180","item has value of"
"122-2862","122-2862-190","item has value of"
"122-2862","122-2862-997","item has value of"
"122-2862","122-2862-080","item has value of"
"122-2862","122-2862-090","item has value of"
"122-2862","122-2862-001","item has value of"
"122-2862","122-2862-230","item has value of"
"122-2862","122-2862-200","item has value of"
"122-2862","122-2862-004","item has value of"
"122-2862","122-2862-005","item has value of"
"122-2862","122-2862-250","item has value of"
"122-2862","122-2862-160","item has value of"
"122-2862","122-2862-988","item has value of"
"122-2862","122-2862-220","item has value of"
"138-2862","138-2862-999","item has value of"
"138-2862","138-2862-010","item has value of"
"138-2862","138-2862-988","item has value of"
"138-2862","138-2862-020","item has value of"
"138-2862","138-2862-997","item has value of"
"138-2862","138-2862-998","item has value of"
"138-2862","138-2862-990","item has value of"
"138-2862","138-2862-000","item has value of"
"38-2862","38-2862-010","item has value of"
"38-2862","38-2862-000","item has value of"
"38-2862","38-2862-997","item has value of"
"38-2862","38-2862-988","item has value of"
"38-2862","38-2862-999","item has value of"
"38-2862","38-2862-020","item has value of"
"38-2862","38-2862-998","item has value of"
"38-2862","38-2862-030","item has value of"
"7-2862","7-2862-010","item has value of"
"7-2862","7-2862-000","item has value of"
"7-2862","7-2862-997","item has value of"
"7-2862","7-2862-988","item has value of"
"7-2862","7-2862-999","item has value of"
"7-2862","7-2862-020","item has value of"
"7-2862","7-2862-998","item has value of"
"7-2862","7-2862-030","item has value of"
"10-2862","10-2862-010","item has value of"
"10-2862","10-2862-000","item has value of"
"10-2862","10-2862-997","item has value of"
"10-2862","10-2862-988","item has value of"
"10-2862","10-2862-999","item has value of"
"10-2862","10-2862-020","item has value of"
"10-2862","10-2862-998","item has value of"
"10-2862","10-2862-030","item has value of"
"84-2862","84-2862-010","item has value of"
"84-2862","84-2862-000","item has value of"
"84-2862","84-2862-997","item has value of"
"84-2862","84-2862-988","item has value of"
"84-2862","84-2862-999","item has value of"
"84-2862","84-2862-020","item has value of"
"84-2862","84-2862-998","item has value of"
"84-2862","84-2862-030","item has value of"
"17-2862","17-2862-010","item has value of"
"17-2862","17-2862-000","item has value of"
"17-2862","17-2862-997","item has value of"
"17-2862","17-2862-988","item has value of"
"17-2862","17-2862-999","item has value of"
"17-2862","17-2862-020","item has value of"
"17-2862","17-2862-998","item has value of"
"17-2862","17-2862-030","item has value of"
"74-2862","74-2862-010","item has value of"
"74-2862","74-2862-000","item has value of"
"74-2862","74-2862-997","item has value of"
"74-2862","74-2862-988","item has value of"
"74-2862","74-2862-999","item has value of"
"74-2862","74-2862-020","item has value of"
"74-2862","74-2862-998","item has value of"
"74-2862","74-2862-030","item has value of"
"13-2862","13-2862-010","item has value of"
"13-2862","13-2862-000","item has value of"
"13-2862","13-2862-997","item has value of"
"13-2862","13-2862-988","item has value of"
"13-2862","13-2862-999","item has value of"
"13-2862","13-2862-020","item has value of"
"13-2862","13-2862-998","item has value of"
"13-2862","13-2862-030","item has value of"
"88-2862","88-2862-010","item has value of"
"88-2862","88-2862-000","item has value of"
"88-2862","88-2862-997","item has value of"
"88-2862","88-2862-988","item has value of"
"88-2862","88-2862-999","item has value of"
"88-2862","88-2862-020","item has value of"
"88-2862","88-2862-998","item has value of"
"88-2862","88-2862-030","item has value of"
"27-2862","27-2862-010","item has value of"
"27-2862","27-2862-000","item has value of"
"27-2862","27-2862-997","item has value of"
"27-2862","27-2862-988","item has value of"
"27-2862","27-2862-999","item has value of"
"27-2862","27-2862-020","item has value of"
"27-2862","27-2862-998","item has value of"
"27-2862","27-2862-030","item has value of"
"30-2862","30-2862-010","item has value of"
"30-2862","30-2862-000","item has value of"
"30-2862","30-2862-997","item has value of"
"30-2862","30-2862-988","item has value of"
"30-2862","30-2862-999","item has value of"
"30-2862","30-2862-020","item has value of"
"30-2862","30-2862-998","item has value of"
"30-2862","30-2862-030","item has value of"
"14-2862","14-2862-010","item has value of"
"14-2862","14-2862-000","item has value of"
"14-2862","14-2862-997","item has value of"
"14-2862","14-2862-988","item has value of"
"14-2862","14-2862-999","item has value of"
"14-2862","14-2862-020","item has value of"
"14-2862","14-2862-998","item has value of"
"14-2862","14-2862-030","item has value of"
"29-2862","29-2862-010","item has value of"
"29-2862","29-2862-000","item has value of"
"29-2862","29-2862-997","item has value of"
"29-2862","29-2862-988","item has value of"
"29-2862","29-2862-999","item has value of"
"29-2862","29-2862-020","item has value of"
"29-2862","29-2862-998","item has value of"
"29-2862","29-2862-030","item has value of"
"32-2862","32-2862-010","item has value of"
"32-2862","32-2862-000","item has value of"
"32-2862","32-2862-997","item has value of"
"32-2862","32-2862-988","item has value of"
"32-2862","32-2862-999","item has value of"
"32-2862","32-2862-020","item has value of"
"32-2862","32-2862-998","item has value of"
"32-2862","32-2862-030","item has value of"
"37-2862","37-2862-010","item has value of"
"37-2862","37-2862-000","item has value of"
"37-2862","37-2862-997","item has value of"
"37-2862","37-2862-988","item has value of"
"37-2862","37-2862-999","item has value of"
"37-2862","37-2862-020","item has value of"
"37-2862","37-2862-998","item has value of"
"37-2862","37-2862-030","item has value of"
"3-2862","3-2862-010","item has value of"
"3-2862","3-2862-000","item has value of"
"3-2862","3-2862-997","item has value of"
"3-2862","3-2862-988","item has value of"
"3-2862","3-2862-999","item has value of"
"3-2862","3-2862-020","item has value of"
"3-2862","3-2862-998","item has value of"
"3-2862","3-2862-030","item has value of"
"24-2862","24-2862-010","item has value of"
"24-2862","24-2862-000","item has value of"
"24-2862","24-2862-997","item has value of"
"24-2862","24-2862-988","item has value of"
"24-2862","24-2862-999","item has value of"
"24-2862","24-2862-020","item has value of"
"24-2862","24-2862-998","item has value of"
"24-2862","24-2862-030","item has value of"
"6-2862","6-2862-010","item has value of"
"6-2862","6-2862-000","item has value of"
"6-2862","6-2862-997","item has value of"
"6-2862","6-2862-988","item has value of"
"6-2862","6-2862-999","item has value of"
"6-2862","6-2862-020","item has value of"
"6-2862","6-2862-998","item has value of"
"6-2862","6-2862-030","item has value of"
"33-2862","33-2862-010","item has value of"
"33-2862","33-2862-000","item has value of"
"33-2862","33-2862-997","item has value of"
"33-2862","33-2862-988","item has value of"
"33-2862","33-2862-999","item has value of"
"33-2862","33-2862-020","item has value of"
"33-2862","33-2862-998","item has value of"
"33-2862","33-2862-030","item has value of"
"21-2862","21-2862-010","item has value of"
"21-2862","21-2862-000","item has value of"
"21-2862","21-2862-997","item has value of"
"21-2862","21-2862-988","item has value of"
"21-2862","21-2862-999","item has value of"
"21-2862","21-2862-020","item has value of"
"21-2862","21-2862-998","item has value of"
"21-2862","21-2862-030","item has value of"
"82-2862","82-2862-010","item has value of"
"82-2862","82-2862-000","item has value of"
"82-2862","82-2862-997","item has value of"
"82-2862","82-2862-988","item has value of"
"82-2862","82-2862-999","item has value of"
"82-2862","82-2862-020","item has value of"
"82-2862","82-2862-998","item has value of"
"82-2862","82-2862-030","item has value of"
"19-2862","19-2862-010","item has value of"
"19-2862","19-2862-000","item has value of"
"19-2862","19-2862-997","item has value of"
"19-2862","19-2862-988","item has value of"
"19-2862","19-2862-999","item has value of"
"19-2862","19-2862-020","item has value of"
"19-2862","19-2862-998","item has value of"
"19-2862","19-2862-030","item has value of"
"2-2862","2-2862-010","item has value of"
"2-2862","2-2862-000","item has value of"
"2-2862","2-2862-997","item has value of"
"2-2862","2-2862-988","item has value of"
"2-2862","2-2862-999","item has value of"
"2-2862","2-2862-020","item has value of"
"2-2862","2-2862-998","item has value of"
