"concept_code_1","concept_code_2","relationship_id"
"120-440-7","120-440","value of item"
"120-440-8","120-440","value of item"
"120-440-6","120-440","value of item"
"120-440-9","120-440","value of item"
"120-440-3","120-440","value of item"
"120-440-1","120-440","value of item"
"120-440-5","120-440","value of item"
"120-440-4","120-440","value of item"
"120-440-2","120-440","value of item"
"77-440-7","77-440","value of item"
"77-440-8","77-440","value of item"
"77-440-6","77-440","value of item"
"77-440-9","77-440","value of item"
"77-440-3","77-440","value of item"
"77-440-1","77-440","value of item"
"77-440-5","77-440","value of item"
"77-440-4","77-440","value of item"
"77-440-2","77-440","value of item"
"75-440-7","75-440","value of item"
"75-440-8","75-440","value of item"
"75-440-6","75-440","value of item"
"75-440-9","75-440","value of item"
"75-440-3","75-440","value of item"
"75-440-1","75-440","value of item"
"75-440-5","75-440","value of item"
"75-440-4","75-440","value of item"
"75-440-2","75-440","value of item"
"128-440-7","128-440","value of item"
"128-440-8","128-440","value of item"
"128-440-6","128-440","value of item"
"128-440-9","128-440","value of item"
"128-440-3","128-440","value of item"
"128-440-1","128-440","value of item"
"128-440-5","128-440","value of item"
"128-440-4","128-440","value of item"
"128-440-2","128-440","value of item"
"36-440-7","36-440","value of item"
"36-440-8","36-440","value of item"
"36-440-6","36-440","value of item"
"36-440-9","36-440","value of item"
"36-440-3","36-440","value of item"
"36-440-1","36-440","value of item"
"36-440-5","36-440","value of item"
"36-440-4","36-440","value of item"
"36-440-2","36-440","value of item"
"97-440-7","97-440","value of item"
"97-440-8","97-440","value of item"
"97-440-6","97-440","value of item"
"97-440-9","97-440","value of item"
"97-440-3","97-440","value of item"
"97-440-1","97-440","value of item"
"97-440-5","97-440","value of item"
"97-440-4","97-440","value of item"
"97-440-2","97-440","value of item"
"14-440-7","14-440","value of item"
"14-440-8","14-440","value of item"
"14-440-6","14-440","value of item"
"14-440-9","14-440","value of item"
"14-440-3","14-440","value of item"
"14-440-1","14-440","value of item"
"14-440-5","14-440","value of item"
"14-440-4","14-440","value of item"
"14-440-2","14-440","value of item"
"146-440-7","146-440","value of item"
"146-440-8","146-440","value of item"
"146-440-6","146-440","value of item"
"146-440-9","146-440","value of item"
"146-440-3","146-440","value of item"
"146-440-1","146-440","value of item"
"146-440-5","146-440","value of item"
"146-440-4","146-440","value of item"
"146-440-2","146-440","value of item"
"143-440-7","143-440","value of item"
"143-440-8","143-440","value of item"
"143-440-6","143-440","value of item"
"143-440-9","143-440","value of item"
"143-440-3","143-440","value of item"
"143-440-1","143-440","value of item"
"143-440-5","143-440","value of item"
"143-440-4","143-440","value of item"
"143-440-2","143-440","value of item"
"64-440-7","64-440","value of item"
"64-440-8","64-440","value of item"
"64-440-6","64-440","value of item"
"64-440-9","64-440","value of item"
"64-440-3","64-440","value of item"
"64-440-1","64-440","value of item"
"64-440-5","64-440","value of item"
"64-440-4","64-440","value of item"
"64-440-2","64-440","value of item"
"41-440-7","41-440","value of item"
"41-440-8","41-440","value of item"
"41-440-6","41-440","value of item"
"41-440-9","41-440","value of item"
"41-440-3","41-440","value of item"
"41-440-1","41-440","value of item"
"41-440-5","41-440","value of item"
"41-440-4","41-440","value of item"
"41-440-2","41-440","value of item"
"23-440-7","23-440","value of item"
"23-440-8","23-440","value of item"
"23-440-6","23-440","value of item"
"23-440-9","23-440","value of item"
"23-440-3","23-440","value of item"
"23-440-1","23-440","value of item"
"23-440-5","23-440","value of item"
"23-440-4","23-440","value of item"
"23-440-2","23-440","value of item"
"12-440-7","12-440","value of item"
"12-440-8","12-440","value of item"
"12-440-6","12-440","value of item"
"12-440-9","12-440","value of item"
"12-440-3","12-440","value of item"
"12-440-1","12-440","value of item"
"12-440-5","12-440","value of item"
"12-440-4","12-440","value of item"
"12-440-2","12-440","value of item"
"87-440-7","87-440","value of item"
"87-440-8","87-440","value of item"
"87-440-6","87-440","value of item"
"87-440-9","87-440","value of item"
"87-440-3","87-440","value of item"
"87-440-1","87-440","value of item"
"87-440-5","87-440","value of item"
"87-440-4","87-440","value of item"
"87-440-2","87-440","value of item"
"135-440-7","135-440","value of item"
"135-440-8","135-440","value of item"
"135-440-6","135-440","value of item"
"135-440-9","135-440","value of item"
"135-440-3","135-440","value of item"
"135-440-1","135-440","value of item"
"135-440-5","135-440","value of item"
"135-440-4","135-440","value of item"
"135-440-2","135-440","value of item"
"119-440-7","119-440","value of item"
"119-440-8","119-440","value of item"
"119-440-6","119-440","value of item"
"119-440-9","119-440","value of item"
"119-440-3","119-440","value of item"
"119-440-1","119-440","value of item"
"119-440-5","119-440","value of item"
"119-440-4","119-440","value of item"
"119-440-2","119-440","value of item"
"108-440-7","108-440","value of item"
"108-440-8","108-440","value of item"
"108-440-6","108-440","value of item"
"108-440-9","108-440","value of item"
"108-440-3","108-440","value of item"
"108-440-1","108-440","value of item"
"108-440-5","108-440","value of item"
"108-440-4","108-440","value of item"
"108-440-2","108-440","value of item"
"140-440-7","140-440","value of item"
"140-440-8","140-440","value of item"
"140-440-6","140-440","value of item"
"140-440-9","140-440","value of item"
"140-440-3","140-440","value of item"
"140-440-1","140-440","value of item"
"140-440-5","140-440","value of item"
"140-440-4","140-440","value of item"
"140-440-2","140-440","value of item"
"126-440-7","126-440","value of item"
"126-440-8","126-440","value of item"
"126-440-6","126-440","value of item"
"126-440-9","126-440","value of item"
"126-440-3","126-440","value of item"
"126-440-1","126-440","value of item"
"126-440-5","126-440","value of item"
"126-440-4","126-440","value of item"
"126-440-2","126-440","value of item"
"129-440-7","129-440","value of item"
"129-440-8","129-440","value of item"
"129-440-6","129-440","value of item"
"129-440-9","129-440","value of item"
"129-440-3","129-440","value of item"
"129-440-1","129-440","value of item"
"129-440-5","129-440","value of item"
"129-440-4","129-440","value of item"
"129-440-2","129-440","value of item"
"66-440-7","66-440","value of item"
"66-440-8","66-440","value of item"
"66-440-6","66-440","value of item"
"66-440-9","66-440","value of item"
"66-440-3","66-440","value of item"
"66-440-1","66-440","value of item"
"66-440-5","66-440","value of item"
"66-440-4","66-440","value of item"
"66-440-2","66-440","value of item"
"54-440-7","54-440","value of item"
"54-440-8","54-440","value of item"
"54-440-6","54-440","value of item"
"54-440-9","54-440","value of item"
"54-440-3","54-440","value of item"
"54-440-1","54-440","value of item"
"54-440-5","54-440","value of item"
"54-440-4","54-440","value of item"
"54-440-2","54-440","value of item"
"5-440-7","5-440","value of item"
"5-440-8","5-440","value of item"
"5-440-6","5-440","value of item"
"5-440-9","5-440","value of item"
"5-440-3","5-440","value of item"
"5-440-1","5-440","value of item"
"5-440-5","5-440","value of item"
"5-440-4","5-440","value of item"
"5-440-2","5-440","value of item"
"132-440-7","132-440","value of item"
"132-440-8","132-440","value of item"
"132-440-6","132-440","value of item"
"132-440-9","132-440","value of item"
"132-440-3","132-440","value of item"
"132-440-1","132-440","value of item"
"132-440-5","132-440","value of item"
"132-440-4","132-440","value of item"
"132-440-2","132-440","value of item"
"15-440-7","15-440","value of item"
"15-440-8","15-440","value of item"
"15-440-6","15-440","value of item"
"15-440-9","15-440","value of item"
"15-440-3","15-440","value of item"
"15-440-1","15-440","value of item"
"15-440-5","15-440","value of item"
"15-440-4","15-440","value of item"
"15-440-2","15-440","value of item"
"33-440-7","33-440","value of item"
"33-440-8","33-440","value of item"
"33-440-6","33-440","value of item"
"33-440-9","33-440","value of item"
"33-440-3","33-440","value of item"
"33-440-1","33-440","value of item"
"33-440-5","33-440","value of item"
"33-440-4","33-440","value of item"
"33-440-2","33-440","value of item"
"124-440-7","124-440","value of item"
"124-440-8","124-440","value of item"
"124-440-6","124-440","value of item"
"124-440-9","124-440","value of item"
"124-440-3","124-440","value of item"
"124-440-1","124-440","value of item"
"124-440-5","124-440","value of item"
"124-440-4","124-440","value of item"
"124-440-2","124-440","value of item"
"21-440-7","21-440","value of item"
"21-440-8","21-440","value of item"
"21-440-6","21-440","value of item"
"21-440-9","21-440","value of item"
"21-440-3","21-440","value of item"
"21-440-1","21-440","value of item"
"21-440-5","21-440","value of item"
"21-440-4","21-440","value of item"
"21-440-2","21-440","value of item"
"115-440-7","115-440","value of item"
"115-440-8","115-440","value of item"
"115-440-6","115-440","value of item"
"115-440-9","115-440","value of item"
"115-440-3","115-440","value of item"
"115-440-1","115-440","value of item"
"115-440-5","115-440","value of item"
"115-440-4","115-440","value of item"
"115-440-2","115-440","value of item"
"30-440-7","30-440","value of item"
"30-440-8","30-440","value of item"
"30-440-6","30-440","value of item"
"30-440-9","30-440","value of item"
"30-440-3","30-440","value of item"
"30-440-1","30-440","value of item"
"30-440-5","30-440","value of item"
"30-440-4","30-440","value of item"
"30-440-2","30-440","value of item"
"114-440-7","114-440","value of item"
"114-440-8","114-440","value of item"
"114-440-6","114-440","value of item"
"114-440-9","114-440","value of item"
"114-440-3","114-440","value of item"
"114-440-1","114-440","value of item"
"114-440-5","114-440","value of item"
"114-440-4","114-440","value of item"
"114-440-2","114-440","value of item"
"80-440-7","80-440","value of item"
"80-440-8","80-440","value of item"
"80-440-6","80-440","value of item"
"80-440-9","80-440","value of item"
"80-440-3","80-440","value of item"
"80-440-1","80-440","value of item"
"80-440-5","80-440","value of item"
"80-440-4","80-440","value of item"
"80-440-2","80-440","value of item"
"137-440-7","137-440","value of item"
"137-440-8","137-440","value of item"
"137-440-6","137-440","value of item"
"137-440-9","137-440","value of item"
"137-440-3","137-440","value of item"
"137-440-1","137-440","value of item"
"137-440-5","137-440","value of item"
"137-440-4","137-440","value of item"
"137-440-2","137-440","value of item"
"71-440-7","71-440","value of item"
"71-440-8","71-440","value of item"
"71-440-6","71-440","value of item"
"71-440-9","71-440","value of item"
"71-440-3","71-440","value of item"
"71-440-1","71-440","value of item"
"71-440-5","71-440","value of item"
"71-440-4","71-440","value of item"
"71-440-2","71-440","value of item"
"38-440-7","38-440","value of item"
"38-440-8","38-440","value of item"
"38-440-6","38-440","value of item"
"38-440-9","38-440","value of item"
"38-440-3","38-440","value of item"
"38-440-1","38-440","value of item"
"38-440-5","38-440","value of item"
"38-440-4","38-440","value of item"
"38-440-2","38-440","value of item"
"6-440-7","6-440","value of item"
"6-440-8","6-440","value of item"
"6-440-6","6-440","value of item"
"6-440-9","6-440","value of item"
"6-440-3","6-440","value of item"
"6-440-1","6-440","value of item"
"6-440-5","6-440","value of item"
"6-440-4","6-440","value of item"
"6-440-2","6-440","value of item"
"53-440-7","53-440","value of item"
"53-440-8","53-440","value of item"
"53-440-6","53-440","value of item"
"53-440-9","53-440","value of item"
"53-440-3","53-440","value of item"
"53-440-1","53-440","value of item"
"53-440-5","53-440","value of item"
"53-440-4","53-440","value of item"
"53-440-2","53-440","value of item"
"88-440-7","88-440","value of item"
"88-440-8","88-440","value of item"
"88-440-6","88-440","value of item"
"88-440-9","88-440","value of item"
"88-440-3","88-440","value of item"
"88-440-1","88-440","value of item"
"88-440-5","88-440","value of item"
"88-440-4","88-440","value of item"
"88-440-2","88-440","value of item"
"16-440-7","16-440","value of item"
"16-440-8","16-440","value of item"
"16-440-6","16-440","value of item"
"16-440-9","16-440","value of item"
"16-440-3","16-440","value of item"
"16-440-1","16-440","value of item"
"16-440-5","16-440","value of item"
"16-440-4","16-440","value of item"
"16-440-2","16-440","value of item"
"31-440-7","31-440","value of item"
"31-440-8","31-440","value of item"
"31-440-6","31-440","value of item"
"31-440-9","31-440","value of item"
"31-440-3","31-440","value of item"
"31-440-1","31-440","value of item"
"31-440-5","31-440","value of item"
"31-440-4","31-440","value of item"
"31-440-2","31-440","value of item"
"22-440-7","22-440","value of item"
"22-440-8","22-440","value of item"
"22-440-6","22-440","value of item"
"22-440-9","22-440","value of item"
"22-440-3","22-440","value of item"
"22-440-1","22-440","value of item"
"22-440-5","22-440","value of item"
"22-440-4","22-440","value of item"
"22-440-2","22-440","value of item"
"139-440-7","139-440","value of item"
"139-440-8","139-440","value of item"
"139-440-6","139-440","value of item"
"139-440-9","139-440","value of item"
"139-440-3","139-440","value of item"
"139-440-1","139-440","value of item"
"139-440-5","139-440","value of item"
"139-440-4","139-440","value of item"
"139-440-2","139-440","value of item"
"110-440-7","110-440","value of item"
"110-440-8","110-440","value of item"
"110-440-6","110-440","value of item"
"110-440-9","110-440","value of item"
"110-440-3","110-440","value of item"
"110-440-1","110-440","value of item"
"110-440-5","110-440","value of item"
"110-440-4","110-440","value of item"
"110-440-2","110-440","value of item"
"62-440-7","62-440","value of item"
"62-440-8","62-440","value of item"
"62-440-6","62-440","value of item"
"62-440-9","62-440","value of item"
"62-440-3","62-440","value of item"
"62-440-1","62-440","value of item"
"62-440-5","62-440","value of item"
"62-440-4","62-440","value of item"
"62-440-2","62-440","value of item"
"79-440-7","79-440","value of item"
"79-440-8","79-440","value of item"
"79-440-6","79-440","value of item"
"79-440-9","79-440","value of item"
"79-440-3","79-440","value of item"
"79-440-1","79-440","value of item"
"79-440-5","79-440","value of item"
"79-440-4","79-440","value of item"
"79-440-2","79-440","value of item"
"73-440-7","73-440","value of item"
"73-440-8","73-440","value of item"
"73-440-6","73-440","value of item"
"73-440-9","73-440","value of item"
"73-440-3","73-440","value of item"
"73-440-1","73-440","value of item"
"73-440-5","73-440","value of item"
"73-440-4","73-440","value of item"
"73-440-2","73-440","value of item"
"7-440-7","7-440","value of item"
"7-440-8","7-440","value of item"
"7-440-6","7-440","value of item"
"7-440-9","7-440","value of item"
"7-440-3","7-440","value of item"
"7-440-1","7-440","value of item"
"7-440-5","7-440","value of item"
"7-440-4","7-440","value of item"
"7-440-2","7-440","value of item"
"67-440-7","67-440","value of item"
"67-440-8","67-440","value of item"
"67-440-6","67-440","value of item"
"67-440-9","67-440","value of item"
"67-440-3","67-440","value of item"
"67-440-1","67-440","value of item"
"67-440-5","67-440","value of item"
"67-440-4","67-440","value of item"
"67-440-2","67-440","value of item"
"39-440-7","39-440","value of item"
"39-440-8","39-440","value of item"
"39-440-6","39-440","value of item"
"39-440-9","39-440","value of item"
"39-440-3","39-440","value of item"
"39-440-1","39-440","value of item"
"39-440-5","39-440","value of item"
"39-440-4","39-440","value of item"
"39-440-2","39-440","value of item"
"98-440-7","98-440","value of item"
"98-440-8","98-440","value of item"
"98-440-6","98-440","value of item"
"98-440-9","98-440","value of item"
"98-440-3","98-440","value of item"
"98-440-1","98-440","value of item"
"98-440-5","98-440","value of item"
"98-440-4","98-440","value of item"
"98-440-2","98-440","value of item"
"8-440-7","8-440","value of item"
"8-440-8","8-440","value of item"
"8-440-6","8-440","value of item"
"8-440-9","8-440","value of item"
"8-440-3","8-440","value of item"
"8-440-1","8-440","value of item"
"8-440-5","8-440","value of item"
"8-440-4","8-440","value of item"
"8-440-2","8-440","value of item"
"58-440-7","58-440","value of item"
"58-440-8","58-440","value of item"
"58-440-6","58-440","value of item"
"58-440-9","58-440","value of item"
"58-440-3","58-440","value of item"
"58-440-1","58-440","value of item"
"58-440-5","58-440","value of item"
"58-440-4","58-440","value of item"
"58-440-2","58-440","value of item"
"56-440-7","56-440","value of item"
"56-440-8","56-440","value of item"
"56-440-6","56-440","value of item"
"56-440-9","56-440","value of item"
"56-440-3","56-440","value of item"
"56-440-1","56-440","value of item"
"56-440-5","56-440","value of item"
"56-440-4","56-440","value of item"
"56-440-2","56-440","value of item"
"93-440-7","93-440","value of item"
"93-440-8","93-440","value of item"
"93-440-6","93-440","value of item"
"93-440-9","93-440","value of item"
"93-440-3","93-440","value of item"
"93-440-1","93-440","value of item"
"93-440-5","93-440","value of item"
"93-440-4","93-440","value of item"
"93-440-2","93-440","value of item"
"148-440-7","148-440","value of item"
"148-440-8","148-440","value of item"
"148-440-6","148-440","value of item"
"148-440-9","148-440","value of item"
"148-440-3","148-440","value of item"
"148-440-1","148-440","value of item"
"148-440-5","148-440","value of item"
"148-440-4","148-440","value of item"
"148-440-2","148-440","value of item"
"29-440-7","29-440","value of item"
"29-440-8","29-440","value of item"
"29-440-6","29-440","value of item"
"29-440-9","29-440","value of item"
"29-440-3","29-440","value of item"
"29-440-1","29-440","value of item"
"29-440-5","29-440","value of item"
"29-440-4","29-440","value of item"
"29-440-2","29-440","value of item"
"141-440-7","141-440","value of item"
"141-440-8","141-440","value of item"
"141-440-6","141-440","value of item"
"141-440-9","141-440","value of item"
"141-440-3","141-440","value of item"
"141-440-1","141-440","value of item"
"141-440-5","141-440","value of item"
"141-440-4","141-440","value of item"
"141-440-2","141-440","value of item"
"85-440-7","85-440","value of item"
"85-440-8","85-440","value of item"
"85-440-6","85-440","value of item"
"85-440-9","85-440","value of item"
"85-440-3","85-440","value of item"
"85-440-1","85-440","value of item"
"85-440-5","85-440","value of item"
"85-440-4","85-440","value of item"
"85-440-2","85-440","value of item"
"89-440-7","89-440","value of item"
"89-440-8","89-440","value of item"
"89-440-6","89-440","value of item"
"89-440-9","89-440","value of item"
"89-440-3","89-440","value of item"
"89-440-1","89-440","value of item"
"89-440-5","89-440","value of item"
"89-440-4","89-440","value of item"
"89-440-2","89-440","value of item"
"17-440-7","17-440","value of item"
"17-440-8","17-440","value of item"
"17-440-6","17-440","value of item"
"17-440-9","17-440","value of item"
"17-440-3","17-440","value of item"
"17-440-1","17-440","value of item"
"17-440-5","17-440","value of item"
"17-440-4","17-440","value of item"
"17-440-2","17-440","value of item"
"145-440-7","145-440","value of item"
"145-440-8","145-440","value of item"
"145-440-6","145-440","value of item"
"145-440-9","145-440","value of item"
"145-440-3","145-440","value of item"
"145-440-1","145-440","value of item"
"145-440-5","145-440","value of item"
"145-440-4","145-440","value of item"
"145-440-2","145-440","value of item"
"37-440-7","37-440","value of item"
"37-440-8","37-440","value of item"
"37-440-6","37-440","value of item"
"37-440-9","37-440","value of item"
"37-440-3","37-440","value of item"
"37-440-1","37-440","value of item"
"37-440-5","37-440","value of item"
"37-440-4","37-440","value of item"
"37-440-2","37-440","value of item"
"136-440-7","136-440","value of item"
"136-440-8","136-440","value of item"
"136-440-6","136-440","value of item"
"136-440-9","136-440","value of item"
"136-440-3","136-440","value of item"
"136-440-1","136-440","value of item"
"136-440-5","136-440","value of item"
"136-440-4","136-440","value of item"
"136-440-2","136-440","value of item"
"40-440-7","40-440","value of item"
"40-440-8","40-440","value of item"
"40-440-6","40-440","value of item"
"40-440-9","40-440","value of item"
"40-440-3","40-440","value of item"
"40-440-1","40-440","value of item"
"40-440-5","40-440","value of item"
"40-440-4","40-440","value of item"
"40-440-2","40-440","value of item"
"127-440-7","127-440","value of item"
"127-440-8","127-440","value of item"
"127-440-6","127-440","value of item"
"127-440-9","127-440","value of item"
"127-440-3","127-440","value of item"
"127-440-1","127-440","value of item"
"127-440-5","127-440","value of item"
"127-440-4","127-440","value of item"
"127-440-2","127-440","value of item"
"83-440-7","83-440","value of item"
"83-440-8","83-440","value of item"
"83-440-6","83-440","value of item"
"83-440-9","83-440","value of item"
"83-440-3","83-440","value of item"
"83-440-1","83-440","value of item"
"83-440-5","83-440","value of item"
"83-440-4","83-440","value of item"
"83-440-2","83-440","value of item"
"42-440-7","42-440","value of item"
"42-440-8","42-440","value of item"
"42-440-6","42-440","value of item"
"42-440-9","42-440","value of item"
"42-440-3","42-440","value of item"
"42-440-1","42-440","value of item"
"42-440-5","42-440","value of item"
"42-440-4","42-440","value of item"
"42-440-2","42-440","value of item"
"65-440-7","65-440","value of item"
"65-440-8","65-440","value of item"
"65-440-6","65-440","value of item"
"65-440-9","65-440","value of item"
"65-440-3","65-440","value of item"
"65-440-1","65-440","value of item"
"65-440-5","65-440","value of item"
"65-440-4","65-440","value of item"
"65-440-2","65-440","value of item"
"138-440-7","138-440","value of item"
"138-440-8","138-440","value of item"
"138-440-6","138-440","value of item"
"138-440-9","138-440","value of item"
"138-440-3","138-440","value of item"
"138-440-1","138-440","value of item"
"138-440-5","138-440","value of item"
"138-440-4","138-440","value of item"
"138-440-2","138-440","value of item"
"69-440-7","69-440","value of item"
"69-440-8","69-440","value of item"
"69-440-6","69-440","value of item"
"69-440-9","69-440","value of item"
"69-440-3","69-440","value of item"
"69-440-1","69-440","value of item"
"69-440-5","69-440","value of item"
"69-440-4","69-440","value of item"
"69-440-2","69-440","value of item"
"81-440-7","81-440","value of item"
"81-440-8","81-440","value of item"
"81-440-6","81-440","value of item"
"81-440-9","81-440","value of item"
"81-440-3","81-440","value of item"
"81-440-1","81-440","value of item"
"81-440-5","81-440","value of item"
"81-440-4","81-440","value of item"
"81-440-2","81-440","value of item"
"96-440-7","96-440","value of item"
"96-440-8","96-440","value of item"
"96-440-6","96-440","value of item"
"96-440-9","96-440","value of item"
"96-440-3","96-440","value of item"
"96-440-1","96-440","value of item"
"96-440-5","96-440","value of item"
"96-440-4","96-440","value of item"
"96-440-2","96-440","value of item"
"60-440-7","60-440","value of item"
"60-440-8","60-440","value of item"
"60-440-6","60-440","value of item"
"60-440-9","60-440","value of item"
"60-440-3","60-440","value of item"
"60-440-1","60-440","value of item"
"60-440-5","60-440","value of item"
"60-440-4","60-440","value of item"
"60-440-2","60-440","value of item"
"112-440-7","112-440","value of item"
"112-440-8","112-440","value of item"
"112-440-6","112-440","value of item"
"112-440-9","112-440","value of item"
"112-440-3","112-440","value of item"
"112-440-1","112-440","value of item"
"112-440-5","112-440","value of item"
"112-440-4","112-440","value of item"
"112-440-2","112-440","value of item"
"59-440-7","59-440","value of item"
"59-440-8","59-440","value of item"
"59-440-6","59-440","value of item"
"59-440-9","59-440","value of item"
"59-440-3","59-440","value of item"
"59-440-1","59-440","value of item"
"59-440-5","59-440","value of item"
"59-440-4","59-440","value of item"
"59-440-2","59-440","value of item"
"91-440-7","91-440","value of item"
"91-440-8","91-440","value of item"
"91-440-6","91-440","value of item"
"91-440-9","91-440","value of item"
"91-440-3","91-440","value of item"
"91-440-1","91-440","value of item"
"91-440-5","91-440","value of item"
"91-440-4","91-440","value of item"
"91-440-2","91-440","value of item"
"92-440-7","92-440","value of item"
"92-440-8","92-440","value of item"
"92-440-6","92-440","value of item"
"92-440-9","92-440","value of item"
"92-440-3","92-440","value of item"
"92-440-1","92-440","value of item"
"92-440-5","92-440","value of item"
"92-440-4","92-440","value of item"
"92-440-2","92-440","value of item"
"153-440-7","153-440","value of item"
"153-440-8","153-440","value of item"
"153-440-6","153-440","value of item"
"153-440-9","153-440","value of item"
"153-440-3","153-440","value of item"
"153-440-1","153-440","value of item"
"153-440-5","153-440","value of item"
"153-440-4","153-440","value of item"
"153-440-2","153-440","value of item"
"104-440-7","104-440","value of item"
"104-440-8","104-440","value of item"
"104-440-6","104-440","value of item"
"104-440-9","104-440","value of item"
"104-440-3","104-440","value of item"
"104-440-1","104-440","value of item"
"104-440-5","104-440","value of item"
"104-440-4","104-440","value of item"
"104-440-2","104-440","value of item"
"70-440-7","70-440","value of item"
"70-440-8","70-440","value of item"
"70-440-6","70-440","value of item"
"70-440-9","70-440","value of item"
"70-440-3","70-440","value of item"
"70-440-1","70-440","value of item"
"70-440-5","70-440","value of item"
"70-440-4","70-440","value of item"
"70-440-2","70-440","value of item"
"49-440-7","49-440","value of item"
"49-440-8","49-440","value of item"
"49-440-6","49-440","value of item"
"49-440-9","49-440","value of item"
"49-440-3","49-440","value of item"
"49-440-1","49-440","value of item"
"49-440-5","49-440","value of item"
"49-440-4","49-440","value of item"
"49-440-2","49-440","value of item"
"20-440-7","20-440","value of item"
"20-440-8","20-440","value of item"
"20-440-6","20-440","value of item"
"20-440-9","20-440","value of item"
"20-440-3","20-440","value of item"
"20-440-1","20-440","value of item"
"20-440-5","20-440","value of item"
"20-440-4","20-440","value of item"
"20-440-2","20-440","value of item"
"90-440-7","90-440","value of item"
"90-440-8","90-440","value of item"
"90-440-6","90-440","value of item"
"90-440-9","90-440","value of item"
"90-440-3","90-440","value of item"
"90-440-1","90-440","value of item"
"90-440-5","90-440","value of item"
"90-440-4","90-440","value of item"
"90-440-2","90-440","value of item"
"122-440-7","122-440","value of item"
"122-440-8","122-440","value of item"
"122-440-6","122-440","value of item"
"122-440-9","122-440","value of item"
"122-440-3","122-440","value of item"
"122-440-1","122-440","value of item"
"122-440-5","122-440","value of item"
"122-440-4","122-440","value of item"
"122-440-2","122-440","value of item"
"50-440-7","50-440","value of item"
"50-440-8","50-440","value of item"
"50-440-6","50-440","value of item"
"50-440-9","50-440","value of item"
"50-440-3","50-440","value of item"
"50-440-1","50-440","value of item"
"50-440-5","50-440","value of item"
"50-440-4","50-440","value of item"
"50-440-2","50-440","value of item"
"134-440-7","134-440","value of item"
"134-440-8","134-440","value of item"
"134-440-6","134-440","value of item"
"134-440-9","134-440","value of item"
"134-440-3","134-440","value of item"
"134-440-1","134-440","value of item"
"134-440-5","134-440","value of item"
"134-440-4","134-440","value of item"
"134-440-2","134-440","value of item"
"51-440-7","51-440","value of item"
"51-440-8","51-440","value of item"
"51-440-6","51-440","value of item"
"51-440-9","51-440","value of item"
"51-440-3","51-440","value of item"
"51-440-1","51-440","value of item"
"51-440-5","51-440","value of item"
"51-440-4","51-440","value of item"
"51-440-2","51-440","value of item"
"109-440-7","109-440","value of item"
"109-440-8","109-440","value of item"
"109-440-6","109-440","value of item"
"109-440-9","109-440","value of item"
"109-440-3","109-440","value of item"
"109-440-1","109-440","value of item"
"109-440-5","109-440","value of item"
"109-440-4","109-440","value of item"
"109-440-2","109-440","value of item"
"118-1182-1","118-1182","value of item"
"118-1182-9","118-1182","value of item"
"118-1182-8","118-1182","value of item"
"118-1182-0","118-1182","value of item"
"94-1182-1","94-1182","value of item"
"94-1182-9","94-1182","value of item"
"94-1182-8","94-1182","value of item"
"94-1182-0","94-1182","value of item"
"63-1182-1","63-1182","value of item"
"63-1182-9","63-1182","value of item"
"63-1182-8","63-1182","value of item"
"63-1182-0","63-1182","value of item"
"26-1182-1","26-1182","value of item"
"26-1182-9","26-1182","value of item"
"26-1182-8","26-1182","value of item"
"26-1182-0","26-1182","value of item"
"121-1182-1","121-1182","value of item"
"121-1182-9","121-1182","value of item"
"121-1182-8","121-1182","value of item"
"121-1182-0","121-1182","value of item"
"84-1182-1","84-1182","value of item"
"84-1182-9","84-1182","value of item"
"84-1182-8","84-1182","value of item"
"84-1182-0","84-1182","value of item"
"11-1182-1","11-1182","value of item"
"11-1182-9","11-1182","value of item"
"11-1182-8","11-1182","value of item"
"11-1182-0","11-1182","value of item"
"18-1182-1","18-1182","value of item"
"18-1182-9","18-1182","value of item"
"18-1182-8","18-1182","value of item"
"18-1182-0","18-1182","value of item"
"19-1182-1","19-1182","value of item"
"19-1182-9","19-1182","value of item"
"19-1182-8","19-1182","value of item"
"19-1182-0","19-1182","value of item"
"55-1182-1","55-1182","value of item"
"55-1182-9","55-1182","value of item"
"55-1182-8","55-1182","value of item"
"55-1182-0","55-1182","value of item"
"16-1182-1","16-1182","value of item"
"16-1182-9","16-1182","value of item"
"16-1182-8","16-1182","value of item"
"16-1182-0","16-1182","value of item"
"140-1182-1","140-1182","value of item"
"140-1182-9","140-1182","value of item"
"140-1182-8","140-1182","value of item"
"140-1182-0","140-1182","value of item"
"32-1182-1","32-1182","value of item"
"32-1182-9","32-1182","value of item"
"32-1182-8","32-1182","value of item"
"32-1182-0","32-1182","value of item"
"43-1182-1","43-1182","value of item"
"43-1182-9","43-1182","value of item"
"43-1182-8","43-1182","value of item"
"43-1182-0","43-1182","value of item"
"21-1182-1","21-1182","value of item"
"21-1182-9","21-1182","value of item"
"21-1182-8","21-1182","value of item"
"21-1182-0","21-1182","value of item"
"5-1182-1","5-1182","value of item"
"5-1182-9","5-1182","value of item"
"5-1182-8","5-1182","value of item"
"5-1182-0","5-1182","value of item"
"125-1182-1","125-1182","value of item"
"125-1182-9","125-1182","value of item"
"125-1182-8","125-1182","value of item"
"125-1182-0","125-1182","value of item"
"97-1182-1","97-1182","value of item"
"97-1182-9","97-1182","value of item"
"97-1182-8","97-1182","value of item"
"97-1182-0","97-1182","value of item"
