concept_id,value_as_number,unit_concept_id,operator_concept_id
35938619,4,8582,4171755
35938619,5,8582,4171754
35922008,5,8582,4171755
35922008,6,8582,4171754
35927479,6,8582,4172704
35942274,1,8588,4171755
35942274,988,8588,4171754
35921564,989,8588,4172704
35925943,1,8582,4171756
35921816,1,8582,4171755
35921816,2,8582,4171754
35935494,2,8582,4171755
35935494,3,8582,4171754
35929378,3,8582,4171755
35929378,4,8582,4171754
35940022,4,8582,4171755
35940022,5,8582,4171754
35925364,8,8582,4171756
35921442,8,8582,4172704
35942151,1,8588,4171755
35942151,979,8588,4171754
35928969,980,8588,4172704
35936064,1,8582,4171756
35925930,1,8582,4171755
35925930,2,8582,4171754
35940111,2,8582,4171755
35940111,3,8582,4171754
35924773,3,8582,4171755
35924773,4,8582,4171754
35937381,4,8582,4171755
35937381,5,8582,4171754
35926573,8,8582,4171756
35938566,8,8582,4172704
35942492,1,8588,4171755
35942492,979,8588,4171754
35922053,980,8588,4172704
35936805,1,8582,4171756
35922439,1,8582,4171755
35922439,2,8582,4171754
35933757,2,8582,4171755
35933757,3,8582,4171754
35925479,3,8582,4171755
35925479,4,8582,4171754
35935292,4,8582,4171755
35935292,5,8582,4171754
35929241,8,8582,4171756
35932679,8,8582,4172704
35942303,1,8554,4171755
35942303,100,8554,4171754
35942317,1,8588,4171755
35942317,988,8588,4171754
35926451,989,8588,4172704
35921558,1,8582,4171756
35921544,1,8582,4171755
35921544,2,8582,4171754
35924627,2,8582,4171755
35924627,3,8582,4171754
35935270,3,8582,4171755
35935270,4,8582,4171754
35936104,4,8582,4171755
35936104,5,8582,4171754
35937022,0.5,8554,4171756
35942322,1,8554,4171755
35942322,100,8554,4171754
35942488,1,8588,4171755
35942488,988,8588,4171754
35936273,989,8588,4172704
35933771,1,8588,4171756
35922253,1,8582,4171756
35919937,1,8582,4171755
35919937,2,8582,4171754
35927210,2,8582,4171755
35927210,3,8582,4171754
35935468,3,8582,4171755
35935468,4,8582,4171754
35938358,4,8582,4171755
35938358,5,8582,4171754
35942320,1,8523,4171755
35942320,9.79,8523,4171754
35930739,9.8,8523,4171755
35915634,9.87,8523,4171755
35938930,1,8523,4171756
35942134,1,,4171755
35942134,9.79,,4171754
35934539,9.8,,4171755
35912401,9.87,,4171755
35937416,1,,4171756
35942373,0,44777566,4171755
35942373,100,44777566,4171754
35934242,90,,4171755
35922780,25,8554,4171756
35923615,25,8554,4171755
35942242,1,8588,4171755
35942242,988,8588,4171754
35927448,989,8588,4172704
35931541,1,8582,4171756
35939280,1,8582,4171755
35939280,2,8582,4171754
35931531,2,8582,4171755
35931531,3,8582,4171754
35925039,3,8582,4171755
35925039,4,8582,4171754
35927837,4,8582,4171755
35927837,5,8582,4171754
35939094,5,8582,4172704
35942466,0.1,8588,4171755
35942466,97.9,8588,4171754
35927787,98,8588,4172704
35942102,1,8588,4171755
35942102,979,8588,4171754
35925076,980,8588,4172704
35913283,989,8588,4172704
35920619,1,8582,4171756
35935628,1,8582,4171755
35935628,2,8582,4171754
35924595,2,8582,4171755
35924595,3,8582,4171754
35926476,3,8582,4171755
35926476,4,8582,4171754
35933155,4,8582,4171755
35933155,5,8582,4171754
35926912,5,8582,4171755
35926912,6,8582,4171754
35924036,6,8582,4172704
35942370,1,8588,4171755
35942370,988,8588,4171754
35932953,989,8588,4172704
35935910,1,8582,4171756
35938890,1,8582,4171755
35938890,2,8582,4171754
35929282,2,8582,4171755
35929282,3,8582,4171754
35923449,3,8582,4171755
35923449,4,8582,4171754
35935686,4,8582,4171755
35935686,5,8582,4171754
35920304,0,8842,4172703
35932202,1,8842,4171756
35942389,2,8842,4171755
35942389,979,8842,4171754
35920933,980,8842,4171755
35942360,1,8588,4171755
35942360,988,8588,4171754
35932769,989,8588,4172704
35929220,1,8582,4171756
35926769,1,8582,4171755
35926769,2,8582,4171754
35934293,2,8582,4171755
35934293,3,8582,4171754
35937745,3,8582,4171755
35937745,4,8582,4171754
35925903,4,8582,4171755
35925903,5,8582,4171754
35942164,1,8588,4171755
35942164,988,8588,4171754
35912822,989,8588,4172704
35921803,1,8582,4171756
35937152,1,8582,4171755
35937152,2,8582,4171754
35921543,2,8582,4171755
35921543,3,8582,4171754
35922532,3,8582,4171755
35922532,4,8582,4171754
35933244,4,8582,4171755
35933244,5,8582,4171754
35935516,0.5,8554,4171756
35942535,1,8554,4171755
35942535,100,8554,4171754
35942261,1,8588,4171755
35942261,988,8588,4171754
35935938,989,8588,4172704
35923429,1,8582,4171756
35933229,1,8582,4171755
35933229,2,8582,4171754
35937401,2,8582,4171755
35937401,3,8582,4171754
35933127,3,8582,4171755
35933127,4,8582,4171754
35930642,4,8582,4171755
35930642,5,8582,4171754
35933867,0,8842,4172703
35920164,0.1,8842,4171756
35942547,0.2,8842,4171755
35942547,97.9,8842,4171754
35936908,98,8842,4171755
35930863,81,,4171755
35934038,1,8588,4171756
35942162,0.1,8588,4171755
35942162,98,8588,4171754
35925501,98.1,8588,4171755
35925258,1,8588,4171755
35925258,2,8588,4171754
35933511,2,8588,4171755
35933511,3,8588,4171754
35936981,3,8588,4171755
35936981,4,8588,4171754
35926559,4,8588,4171755
35926559,5,8588,4171754
35936976,5,8588,4172704
35911970,980,8588,4172704
35914628,989,8588,4172704
35912853,1,8582,4171756
35915687,1,8582,4171755
35915687,2,8582,4171754
35911333,2,8582,4171755
35911333,3,8582,4171754
35916134,3,8582,4171755
35916134,4,8582,4171754
35910708,4,8582,4171755
35910708,5,8582,4171754
35942290,0.1,8588,4171755
35942290,97.9,8588,4171754
35938221,98,8588,4172704
35940132,5,8588,4171756
35938411,5,8588,4172704
35942483,0,8554,4171755
35942483,100,8554,4171754
35928013,5,8554,4171754
35927197,5,8554,4171755
35927197,10,8554,4171754
35934246,10,8554,4171755
35934246,20,8554,4171754
35936907,20,8554,4171755
35936907,50,8554,4171754
35936403,50,8554,4172704
35942186,1,8588,4171755
35942186,988,8588,4171754
35923192,989,8588,4172704
35931668,1,8582,4171756
35921655,1,8582,4171755
35921655,2,8582,4171754
35926863,2,8582,4171755
35926863,3,8582,4171754
35931512,3,8582,4171755
35931512,4,8582,4171754
35930133,4,8582,4171755
35930133,5,8582,4171754
35926348,90,,4171755
35928264,90,,4171755
35926572,90,,4171755
35939612,90,,4171755
35942449,1,8588,4171755
35942449,988,8588,4171754
35922497,989,8588,4172704
35924424,1,8582,4171756
35931165,1,8582,4171755
35931165,2,8582,4171754
35938449,2,8582,4171755
35938449,3,8582,4171754
35938552,3,8582,4171755
35938552,4,8582,4171754
35932195,4,8582,4171755
35932195,5,8582,4171754
35925837,90,,4171755
35938504,90,,4171755
35928477,90,,4171755
35936817,90,,4171755
35942516,1,8588,4171755
35942516,988,8588,4171754
35932055,989,8588,4172704
35930962,1,8582,4171756
35920405,1,8582,4171755
35920405,2,8582,4171754
35938223,2,8582,4171755
35938223,3,8582,4171754
35938112,3,8582,4171755
35938112,4,8582,4171754
35925879,4,8582,4171755
35925879,5,8582,4171754
35920389,90,,4171755
35939949,90,,4171755
35930305,90,,4171755
35931813,90,,4171755
35942159,1,8588,4171755
35942159,988,8588,4171754
35931188,989,8588,4172704
35926406,1,8582,4171756
35923438,1,8582,4171755
35923438,2,8582,4171754
35931140,2,8582,4171755
35931140,3,8582,4171754
35922593,3,8582,4171755
35922593,4,8582,4171754
35933861,4,8582,4171755
35933861,5,8582,4171754
35942388,1,8588,4171755
35942388,988,8588,4171754
35922240,989,8588,4172704
35930389,1,8582,4171756
35937330,1,8582,4171755
35937330,2,8582,4171754
35924856,2,8582,4171755
35924856,3,8582,4171754
35932880,3,8582,4171755
35932880,4,8582,4171754
35940059,4,8582,4171755
35940059,5,8582,4171754
35942081,1,8588,4171755
35942081,988,8588,4171754
35938129,989,8588,4172704
35935258,1,8582,4171756
35937227,1,8582,4171755
35937227,2,8582,4171754
35938995,2,8582,4171755
35938995,3,8582,4171754
35935999,3,8582,4171755
35935999,4,8582,4171754
35922430,4,8582,4171755
35922430,5,8582,4171754
35942122,1,8588,4171755
35942122,988,8588,4171754
35939384,989,8588,4172704
35934713,1,8582,4171756
35934128,1,8582,4171755
35934128,2,8582,4171754
35925772,2,8582,4171755
35925772,3,8582,4171754
35930263,3,8582,4171755
35930263,4,8582,4171754
35926392,4,8582,4171755
35926392,5,8582,4171754
35942221,1,8588,4171755
35942221,979,8588,4171754
35924126,980,8588,4172704
35915339,989,8588,4172704
35939348,1,8582,4171756
35924364,1,8582,4171755
35924364,2,8582,4171754
35924025,2,8582,4171755
35924025,3,8582,4171754
35924215,3,8582,4171755
35924215,4,8582,4171754
35923648,4,8582,4171755
35923648,5,8582,4171754
35929287,5,8582,4171755
35929287,6,8582,4171754
35937598,6,8582,4172704
35942275,1,8588,4171755
35942275,988,8588,4171754
35932980,1,8582,4171756
35924905,1,8582,4171755
35924905,2,8582,4171754
35932683,2,8582,4171755
35932683,3,8582,4171754
35934441,3,8582,4171755
35934441,4,8582,4171754
35931626,4,8582,4171755
35931626,5,8582,4171754
35942350,1,8582,4171755
35942350,60,8582,4171754
35936804,15,8582,4171755
35936804,20,8582,4171754
35938667,20,8582,4171755
35938667,25,8582,4171754
35926494,25,8582,4171755
35926494,30,8582,4171754
35940005,30,8582,4171755
35940005,40,8582,4171754
35937221,40,8582,4171755
35937221,45,8582,4171754
35937255,45,8582,4171755
35937255,60,8582,4171754
35923453,60,8582,4172704
35942250,1,8582,4171755
35942250,60,8582,4171754
35934733,15,8582,4171755
35934733,20,8582,4171754
35926177,20,8582,4171755
35926177,25,8582,4171754
35925345,25,8582,4171755
35925345,30,8582,4171754
35927484,30,8582,4171755
35927484,40,8582,4171754
35923659,40,8582,4171755
35923659,45,8582,4171754
35932981,45,8582,4171755
35932981,60,8582,4171754
35923264,60,8582,4172704
35942431,1,8588,4171755
35942431,988,8588,4171754
35933243,989,8588,4172704
35935429,1,8582,4171756
35923286,1,8582,4171755
35923286,2,8582,4171754
35922811,2,8582,4171755
35922811,3,8582,4171754
35920944,3,8582,4171755
35920944,4,8582,4171754
35923720,4,8582,4171755
35923720,5,8582,4171754
35942091,1,8582,4171755
35942091,60,8582,4171754
35930089,15,8582,4171755
35930089,20,8582,4171754
35934754,20,8582,4171755
35934754,25,8582,4171754
35936283,25,8582,4171755
35936283,30,8582,4171754
35938012,30,8582,4171755
35938012,40,8582,4171754
35936528,40,8582,4171755
35936528,45,8582,4171754
35925436,45,8582,4171755
35925436,60,8582,4171754
35940084,60,8582,4172704
35942204,1,8582,4171755
35942204,60,8582,4171754
35934898,15,8582,4171755
35934898,20,8582,4171754
35939578,20,8582,4171755
35939578,25,8582,4171754
35921555,25,8582,4171755
35921555,30,8582,4171754
35938187,30,8582,4171755
35938187,40,8582,4171754
35938317,40,8582,4171755
35938317,45,8582,4171754
35926260,45,8582,4171755
35926260,60,8582,4171754
35924893,60,8582,4172704
35942104,1,8588,4171755
35942104,988,8588,4171754
35921241,989,8588,4172704
35932322,1,8582,4171756
35938333,1,8582,4171755
35938333,2,8582,4171754
35925402,2,8582,4171755
35925402,3,8582,4171754
35926449,3,8582,4171755
35926449,4,8582,4171754
35929482,4,8582,4171755
35929482,5,8582,4171754
35942214,1,8588,4171755
35942214,988,8588,4171754
35939082,989,8588,4172704
35932529,1,8582,4171756
35936830,1,8582,4171755
35936830,2,8582,4171754
35937769,2,8582,4171755
35937769,3,8582,4171754
35937389,3,8582,4171755
35937389,4,8582,4171754
35920701,4,8582,4171755
35920701,5,8582,4171754
35926409,90,,4171755
35927183,90,,4171755
35930461,90,,4171755
35927586,90,,4171755
35942131,1,8588,4171755
35942131,988,8588,4171754
35927688,989,8588,4172704
35923408,1,8582,4171756
35938796,1,8582,4171755
35938796,2,8582,4171754
35931680,2,8582,4171755
35931680,3,8582,4171754
35931536,3,8582,4171755
35931536,4,8582,4171754
35935182,4,8582,4171755
35935182,5,8582,4171754
35935872,5,8582,4172704
35942450,0.1,8588,4171755
35942450,97.9,8588,4171754
35930508,98,8588,4172704
35942231,1,8588,4171755
35942231,979,8588,4171754
35936219,980,8588,4172704
35910974,989,8588,4172704
35927049,1,8582,4171756
35922607,1,8582,4171755
35922607,2,8582,4171754
35927412,2,8582,4171755
35927412,3,8582,4171754
35935358,3,8582,4171755
35935358,4,8582,4171754
35933252,4,8582,4171755
35933252,5,8582,4171754
35931966,5,8582,4171755
35931966,6,8582,4171754
35923776,6,8582,4172704
35942314,1,8588,4171755
35942314,988,8588,4171754
35934340,989,8588,4172704
35923426,1,8582,4171756
35930818,1,8582,4171755
35930818,2,8582,4171754
35926928,2,8582,4171755
35926928,3,8582,4171754
35927245,3,8582,4171755
35927245,4,8582,4171754
35938323,4,8582,4171755
35938323,5,8582,4171754
35942523,1,8588,4171755
35942523,988,8588,4171754
35923194,989,8588,4172704
35931715,1,8582,4171756
35929501,1,8582,4171755
35929501,2,8582,4171754
35938621,2,8582,4171755
35938621,3,8582,4171754
35927168,3,8582,4171755
35927168,4,8582,4171754
35932926,4,8582,4171755
35932926,5,8582,4171754
35942501,1,8588,4171755
35942501,988,8588,4171754
35925047,989,8588,4172704
35933737,1,8582,4171756
35939821,1,8582,4171755
35939821,2,8582,4171754
35921562,2,8582,4171755
35921562,3,8582,4171754
35921143,3,8582,4171755
35921143,4,8582,4171754
35929903,4,8582,4171755
35929903,5,8582,4171754
35942234,1,8588,4171755
35942234,988,8588,4171754
35926227,989,8588,4172704
35920140,1,8582,4171756
35938791,1,8582,4171755
35938791,2,8582,4171754
35932745,2,8582,4171755
35932745,3,8582,4171754
35935572,3,8582,4171755
35935572,4,8582,4171754
35937753,4,8582,4171755
35937753,5,8582,4171754
35926151,5,8582,4171755
35926151,10,8582,4171754
35921161,10,8582,4172704
35942181,0.1,32662,4171755
35942181,0.8,32662,4171754
35935181,1,32662,4171756
35942112,1,32662,4171755
35942112,10,32662,4171754
35923691,11,32662,4171755
35926252,5,32662,4171754
35939629,5,32662,4172704
35912253,5,8588,4172704
35942458,1,8588,4171755
35942458,988,8588,4171754
35925846,989,8588,4172704
35933759,1,8582,4171756
35922300,1,8582,4171755
35922300,2,8582,4171754
35922868,2,8582,4171755
35922868,3,8582,4171754
35925573,3,8582,4171755
35925573,4,8582,4171754
35919972,4,8582,4171755
35919972,5,8582,4171754
35938867,5,8582,4171755
35938867,10,8582,4171754
35926497,10,8582,4172704
35942361,0.1,32662,4171755
35942361,0.8,32662,4171754
35931379,1,32662,4171756
35942318,1,32662,4171755
35942318,10,32662,4171754
35932127,11,32662,4171755
35937784,5,32662,4171754
35920002,5,32662,4172704
35911851,5,8588,4172704
35942257,1,8588,4171755
35942257,988,8588,4171754
35928173,989,8588,4172704
35929632,1,8582,4171756
35921067,1,8582,4171755
35921067,2,8582,4171754
35920948,2,8582,4171755
35920948,3,8582,4171754
35925934,3,8582,4171755
35925934,4,8582,4171754
35931554,4,8582,4171755
35931554,5,8582,4171754
35922349,5,8582,4171755
35922349,10,8582,4171754
35924702,10,8582,4172704
35925494,0,32662,4172703
35942531,0.1,32662,4171755
35942531,0.8,32662,4171754
35930353,1,32662,4171756
35942229,1,32662,4171755
