concept_id,value_as_number,unit_concept_id,operator_concept_id
35942229,10,32662,4171754
35929886,11,32662,4171755
35927322,5,32662,4171754
35929725,5,32662,4172704
35911074,5,32662,4172704
35942473,1,8588,4171755
35942473,988,8588,4171754
35925674,989,8588,4172704
35925024,1,8582,4171756
35931101,1,8582,4171755
35931101,2,8582,4171754
35921449,2,8582,4171755
35921449,3,8582,4171754
35921838,3,8582,4171755
35921838,4,8582,4171754
35922514,4,8582,4171755
35922514,5,8582,4171754
35935169,5,8582,4171755
35935169,10,8582,4171754
35922152,10,8582,4172704
35942292,0.1,32662,4171755
35942292,0.8,32662,4171754
35921691,1,32662,4171756
35942171,1,32662,4171755
35942171,10,32662,4171754
35921254,11,32662,4171755
35920284,5,32662,4171754
35933115,5,32662,4172704
35913759,5,32662,4172704
35942254,1,8588,4171755
35942254,988,8588,4171754
35926887,989,8588,4172704
35928268,1,8582,4171756
35923420,1,8582,4171755
35923420,2,8582,4171754
35936823,2,8582,4171755
35936823,3,8582,4171754
35929347,3,8582,4171755
35929347,4,8582,4171754
35934249,4,8582,4171755
35934249,5,8582,4171754
35938906,5,8582,4171755
35938906,10,8582,4171754
35938714,10,8582,4172704
35942395,0.1,32662,4171755
35942395,0.8,32662,4171754
35926924,1,32662,4171756
35942534,1,32662,4171755
35942534,10,32662,4171754
35935590,11,32662,4171755
35929640,5,32662,4171754
35933046,5,32662,4172704
35912046,5,8588,4172704
35942430,1,8588,4171755
35942430,988,8588,4171754
35923081,989,8588,4172704
35924834,1,8582,4171756
35920038,1,8582,4171755
35920038,2,8582,4171754
35929338,2,8582,4171755
35929338,3,8582,4171754
35934726,3,8582,4171755
35934726,4,8582,4171754
35936200,4,8582,4171755
35936200,5,8582,4171754
35931308,5,8582,4171755
35931308,10,8582,4171754
35920080,10,8582,4172704
35931326,0,32662,4172703
35942364,0.1,32662,4171755
35942364,0.8,32662,4171754
35937762,1,32662,4171756
35942319,1,32662,4171755
35942319,10,32662,4171754
35926847,11,32662,4171755
35926369,5,32662,4171754
35923601,5,32662,4172704
35911211,5,32662,4172704
35942382,1,8588,4171755
35942382,988,8588,4171754
35931838,989,8588,4172704
35924387,1,8582,4171756
35939130,1,8582,4171755
35939130,2,8582,4171754
35927522,2,8582,4171755
35927522,3,8582,4171754
35921609,3,8582,4171755
35921609,4,8582,4171754
35925796,4,8582,4171755
35925796,5,8582,4171754
35929672,5,8582,4171755
35929672,10,8582,4171754
35930284,10,8582,4172704
35930479,0,32662,4172703
35942338,0.1,32662,4171755
35942338,0.8,32662,4171754
35927534,1,32662,4171756
35942124,1,32662,4171755
35942124,10,32662,4171754
35921856,11,32662,4171755
35927278,5,32662,4171754
35938652,5,32662,4172704
35911553,5,32662,4172704
35942329,1,8588,4171755
35942329,988,8588,4171754
35934683,989,8588,4172704
35940204,1,8582,4171756
35927571,1,8582,4171755
35927571,2,8582,4171754
35920741,2,8582,4171755
35920741,3,8582,4171754
35936428,3,8582,4171755
35936428,4,8582,4171754
35925953,4,8582,4171755
35925953,5,8582,4171754
35932606,5,8582,4172704
35942160,0.1,8588,4171755
35942160,97.9,8588,4171754
35936904,98,8588,4172704
35942330,1,8588,4171755
35942330,979,8588,4171754
35939584,980,8588,4172704
35911046,989,8588,4172704
35920230,1,8582,4171756
35932191,1,8582,4171755
35932191,2,8582,4171754
35923409,2,8582,4171755
35923409,3,8582,4171754
35931387,3,8582,4171755
35931387,4,8582,4171754
35933425,4,8582,4171755
35933425,5,8582,4171754
35921618,5,8582,4171755
35921618,6,8582,4171754
35921858,6,8582,4172704
35942357,1,8588,4171755
35942357,988,8588,4171754
35923704,989,8588,4172704
35926554,1,8582,4171756
35924176,1,8582,4171755
35924176,2,8582,4171754
35937111,2,8582,4171755
35937111,3,8582,4171754
35927618,3,8582,4171755
35927618,4,8582,4171754
35939804,4,8582,4171755
35939804,5,8582,4171754
35930332,5,8582,4172704
35942138,0.1,8588,4171755
35942138,97.9,8588,4171754
35921891,98,8588,4172704
35942121,1,8588,4171755
35942121,979,8588,4171754
35927253,980,8588,4172704
35910693,989,8588,4172704
35937708,1,8582,4171756
35929552,1,8582,4171755
35929552,2,8582,4171754
35929641,2,8582,4171755
35929641,3,8582,4171754
35937599,3,8582,4171755
35937599,4,8582,4171754
35922331,4,8582,4171755
35922331,5,8582,4171754
35924265,5,8582,4171755
35924265,6,8582,4171754
35936544,6,8582,4172704
35942439,1,8588,4171755
35942439,988,8588,4171754
35921469,989,8588,4172704
35932196,1,8582,4171756
35929520,1,8582,4171755
35929520,2,8582,4171754
35929873,2,8582,4171755
35929873,3,8582,4171754
35924887,3,8582,4171755
35924887,4,8582,4171754
35924448,4,8582,4171755
35924448,5,8582,4171754
35924708,5,8582,4172704
35942543,0.1,8588,4171755
35942543,97.9,8588,4171754
35920453,98,8588,4172704
35942228,1,8588,4171755
35942228,979,8588,4171754
35921640,980,8588,4172704
35910931,989,8588,4172704
35921075,1,8582,4171756
35928881,1,8582,4171755
35928881,2,8582,4171754
35928209,2,8582,4171755
35928209,3,8582,4171754
35930819,3,8582,4171755
35930819,4,8582,4171754
35928418,4,8582,4171755
35928418,5,8582,4171754
35936039,5,8582,4171755
35936039,6,8582,4171754
35931574,6,8582,4172704
35942259,1,8588,4171755
35942259,988,8588,4171754
35931133,989,8588,4172704
35932904,1,8582,4171756
35937665,1,8582,4171755
35937665,2,8582,4171754
35922229,2,8582,4171755
35922229,3,8582,4171754
35939470,3,8582,4171755
35939470,4,8582,4171754
35929274,4,8582,4171755
35929274,5,8582,4171754
35936796,5,8582,4172704
35942481,1,8588,4171755
35942481,988,8588,4171754
35934779,989,8588,4172704
35936658,1,8582,4171756
35928224,1,8582,4171755
35928224,2,8582,4171754
35934930,2,8582,4171755
35934930,3,8582,4171754
35931442,3,8582,4171755
35931442,4,8582,4171754
35932186,4,8582,4171755
35932186,5,8582,4171754
35942267,1,8588,4171755
35942267,979,8588,4171754
35921034,980,8588,4172704
35911060,989,8588,4172704
35921299,1,8582,4171756
35928635,1,8582,4171755
35928635,2,8582,4171754
35933344,2,8582,4171755
35933344,3,8582,4171754
35921156,3,8582,4171755
35921156,4,8582,4171754
35923014,4,8582,4171755
35923014,5,8582,4171754
35926448,5,8582,4171755
35926448,6,8582,4171754
35933161,6,8582,4172704
35942440,1,8588,4171755
35942440,988,8588,4171754
35933056,989,8588,4172704
35938703,1,8582,4171756
35931238,1,8582,4171755
35931238,2,8582,4171754
35933509,2,8582,4171755
35933509,3,8582,4171754
35938502,3,8582,4171755
35938502,4,8582,4171754
35935073,4,8582,4171755
35935073,5,8582,4171754
35942489,1,8588,4171755
35942489,988,8588,4171754
35920697,989,8588,4172704
35921695,1,8582,4171756
35928138,1,8582,4171755
35928138,2,8582,4171754
35934609,2,8582,4171755
35934609,3,8582,4171754
35938462,3,8582,4171755
35938462,4,8582,4171754
35937284,4,8582,4171755
35937284,5,8582,4171754
35925891,0.5,8554,4171756
35942269,1,8554,4171755
35942269,100,8554,4171754
35942497,1,8785,4171755
35942497,979,8785,4171754
35933556,980,8588,4171755
35930844,200,,4171756
35930893,200,,4171755
35942312,1,8588,4171755
35942312,988,8588,4171754
35939733,989,8588,4172704
35925107,1,8582,4171756
35923726,1,8582,4171755
35923726,2,8582,4171754
35929309,2,8582,4171755
35929309,3,8582,4171754
35928444,3,8582,4171755
35928444,4,8582,4171754
35937487,4,8582,4171755
35937487,5,8582,4171754
35926521,7,8582,4171756
35932463,7,8582,4172704
35922576,10,8582,4172704
35942355,1,8588,4171755
35942355,979,8588,4171754
35937980,980,8588,4172704
35923357,1,8582,4171756
35930345,1,8582,4171755
35930345,2,8582,4171754
35923874,2,8582,4171755
35923874,3,8582,4171754
35924234,3,8582,4171755
35924234,4,8582,4171754
35939444,4,8582,4171755
35939444,5,8582,4171754
35937117,5,8582,4171755
35937117,6,8582,4171754
35939205,6,8582,4172704
35942232,1,8588,4171755
35942232,988,8588,4171754
35936725,989,8588,4172704
35926998,1,8582,4171756
35939924,1,8582,4171755
35939924,2,8582,4171754
35934691,2,8582,4171755
35934691,3,8582,4171754
35938010,3,8582,4171755
35938010,4,8582,4171754
35933070,4,8582,4171755
35933070,5,8582,4171754
35942288,1,8588,4171755
35942288,979,8588,4171754
35942341,1,8588,4171755
35942341,988,8588,4171754
35929638,989,8588,4172704
35925548,1,8582,4171756
35920923,1,8582,4171755
35920923,2,8582,4171754
35925709,2,8582,4171755
35925709,3,8582,4171754
35922163,3,8582,4171755
35922163,4,8582,4171754
35934502,4,8582,4171755
35934502,5,8582,4171754
35927084,5,8582,4172704
35942286,0,8554,4171755
35942286,100,8554,4171754
35934180,5,8554,4171754
35930601,5,8554,4171755
35930601,10,8554,4171754
35928704,10,8554,4171755
35928704,20,8554,4171754
35925336,20,8554,4171755
35925336,50,8554,4171754
35934594,50,8554,4172704
35942173,0.3,8588,4171755
35942173,97.9,8588,4171754
35942464,1,8588,4171755
35942464,988,8588,4171754
35920895,989,8588,4172704
35934763,1,8582,4171756
35922487,1,8582,4171755
35922487,2,8582,4171754
35926303,2,8582,4171755
35926303,3,8582,4171754
35924393,3,8582,4171755
35924393,4,8582,4171754
35921253,4,8582,4171755
35921253,5,8582,4171754
35920894,5,8582,4172704
35942533,1,8588,4171755
35942533,988,8588,4171754
35932654,989,8588,4172704
35921388,1,8582,4171756
35938200,1,8582,4171755
35938200,2,8582,4171754
35939210,2,8582,4171755
35939210,3,8582,4171754
35927615,3,8582,4171755
35927615,4,8582,4171754
35929252,4,8582,4171755
35929252,5,8582,4171754
35942183,1,8588,4171755
35942183,979,8588,4171754
35924206,980,8588,4172704
35910225,989,8588,4172704
35935979,1,8582,4171756
35923858,1,8582,4171755
35923858,2,8582,4171754
35935439,2,8582,4171755
35935439,3,8582,4171754
35929943,3,8582,4171755
35929943,4,8582,4171754
35921423,4,8582,4171755
35921423,5,8582,4171754
35935898,5,8582,4171755
35935898,6,8582,4171754
35927904,6,8582,4172704
35942155,1,8588,4171755
35942155,988,8588,4171754
35932542,989,8588,4172704
35939982,1,8582,4171756
35928877,1,8582,4171755
35928877,2,8582,4171754
35930373,2,8582,4171755
35930373,3,8582,4171754
35927149,3,8582,4171755
35927149,4,8582,4171754
35936826,4,8582,4171755
35936826,5,8582,4171754
35942502,1,8588,4171755
35942502,979,8588,4171754
35933894,980,8588,4172704
35911866,989,8588,4172704
35926292,1,8582,4171756
35922630,1,8582,4171755
35922630,2,8582,4171754
35932569,2,8582,4171755
35932569,3,8582,4171754
35929049,3,8582,4171755
35929049,4,8582,4171754
35929407,4,8582,4171755
35929407,5,8582,4171754
35930667,5,8582,4171755
35930667,6,8582,4171754
35939042,6,8582,4172704
35942379,1,8588,4171755
35942379,988,8588,4171754
35940139,989,8588,4172704
35939827,1,8582,4171756
35926438,1,8582,4171755
35926438,2,8582,4171754
35935502,2,8582,4171755
35935502,3,8582,4171754
35921994,3,8582,4171755
35921994,4,8582,4171754
35932170,4,8582,4171755
35932170,5,8582,4171754
35942378,1,8588,4171755
35942378,979,8588,4171754
35931928,980,8588,4172704
35910405,989,8588,4172704
35928947,1,8582,4171756
35939939,1,8582,4171755
35939939,2,8582,4171754
35922432,2,8582,4171755
35922432,3,8582,4171754
35936298,3,8582,4171755
35936298,4,8582,4171754
35936384,4,8582,4171755
35936384,5,8582,4171754
35935031,5,8582,4171755
35935031,6,8582,4171754
35932008,6,8582,4172704
35942442,1,8588,4171755
35942442,988,8588,4171754
35931989,989,8588,4172704
35926200,1,8582,4171756
35938401,1,8582,4171755
35938401,2,8582,4171754
35929304,2,8582,4171755
35929304,3,8582,4171754
35933627,3,8582,4171755
35933627,4,8582,4171754
35920879,4,8582,4171755
35920879,5,8582,4171754
35942296,1,8588,4171755
35942296,979,8588,4171754
35933510,980,8588,4172704
35910481,989,8588,4172704
35928607,1,8582,4171756
35939218,1,8582,4171755
35939218,2,8582,4171754
35926461,2,8582,4171755
35926461,3,8582,4171754
35925185,3,8582,4171755
35925185,4,8582,4171754
35929068,4,8582,4171755
35929068,5,8582,4171754
35932938,5,8582,4171755
35932938,6,8582,4171754
35921963,6,8582,4172704
35942436,1,8588,4171755
35942436,988,8588,4171754
35921369,989,8588,4172704
35923996,1,8582,4171756
35930076,1,8582,4171755
35930076,2,8582,4171754
35938284,2,8582,4171755
35938284,3,8582,4171754
35939947,3,8582,4171755
35939947,4,8582,4171754
35936688,4,8582,4171755
35936688,5,8582,4171754
35930195,5,8582,4172704
35942248,0.1,8588,4171755
35942248,97.9,8588,4171754
35932282,98,8588,4172704
35942541,1,8588,4171755
35942541,979,8588,4171754
35931006,980,8588,4172704
35914480,989,8588,4172704
35920075,1,8582,4171756
35920214,1,8582,4171755
35920214,2,8582,4171754
35929950,2,8582,4171755
35929950,3,8582,4171754
35930579,3,8582,4171755
35930579,4,8582,4171754
35928765,4,8582,4171755
35928765,5,8582,4171754
35932855,5,8582,4171755
35932855,6,8582,4171754
35923130,6,8582,4172704
35942156,1,8588,4171755
35942156,988,8588,4171754
35912284,989,8588,4172704
35936503,1,8582,4171756
35937544,1,8582,4171755
35937544,2,8582,4171754
35926878,2,8582,4171755
35926878,3,8582,4171754
35937894,3,8582,4171755
35937894,4,8582,4171754
35923257,4,8582,4171755
35923257,5,8582,4171754
35920839,5,8582,4172704
35942240,0.1,8588,4171755
35942240,97.9,8588,4171754
35938511,98,8588,4172704
35942273,1,8588,4171755
35942273,979,8588,4171754
35937881,980,8588,4172704
35915219,989,8588,4172704
35937460,1,8582,4171756
35921606,1,8582,4171755
35921606,2,8582,4171754
35938877,2,8582,4171755
35938877,3,8582,4171754
35926803,3,8582,4171755
35926803,4,8582,4171754
35921430,4,8582,4171755
35921430,5,8582,4171754
35922625,5,8582,4171755
35922625,6,8582,4171754
35940181,6,8582,4172704
35942230,1,8588,4171755
35942230,988,8588,4171754
35920575,989,8588,4172704
35924069,1,8582,4171756
35924138,1,8582,4171755
35924138,2,8582,4171754
35920056,2,8582,4171755
35920056,3,8582,4171754
35934986,3,8582,4171755
35934986,4,8582,4171754
35924197,4,8582,4171755
35924197,5,8582,4171754
35923944,5,8582,4172704
35942172,0.1,8588,4171755
35942172,97.9,8588,4171754
35934468,98,8588,4172704
35942249,1,8588,4171755
35942249,979,8588,4171754
35932087,980,8588,4172704
35910531,989,8588,4172704
35926048,1,8582,4171756
35926770,1,8582,4171755
35926770,2,8582,4171754
35920737,2,8582,4171755
35920737,3,8582,4171754
35932860,3,8582,4171755
35932860,4,8582,4171754
35933943,4,8582,4171755
35933943,5,8582,4171754
35920232,5,8582,4171755
35920232,6,8582,4171754
35932250,6,8582,4172704
35942255,1,8588,4171755
35942255,988,8588,4171754
35933920,989,8588,4172704
35935570,1,8582,4171756
35929685,1,8582,4171755
35929685,2,8582,4171754
35924397,2,8582,4171755
35924397,3,8582,4171754
35929053,3,8582,4171755
35929053,4,8582,4171754
35921113,4,8582,4171755
35921113,5,8582,4171754
35932759,5,8582,4172704
35928980,0.1,,4171756
35942532,0.2,8523,4171755
35942532,9.9,8523,4171754
35927368,10,,4171755
35932600,0,8842,4172703
35934282,1,8842,4171755
35934282,19,8842,4171754
35915148,20,8842,4171755
35915148,29,8842,4171754
35927668,30,8842,4171755
35927668,39,8842,4171754
35935754,40,8842,4171755
35935754,49,8842,4171754
35939312,50,8842,4171755
35939312,59,8842,4171754
35935708,60,8842,4171755
35935708,69,8842,4171754
35920854,70,8842,4171755
35920854,79,8842,4171754
35933612,80,8842,4171755
35933612,89,8842,4171754
35940180,90,8842,4171755
35940180,99,8842,4171754
35922563,100,8842,4171755
35922563,199,8842,4171754
35928231,200,8842,4171755
35928231,299,8842,4171754
35923749,300,8842,4171755
35923749,399,8842,4171754
35921296,400,8842,4171755
35921296,499,8842,4171754
35936055,500,8842,4171755
35936055,599,8842,4171754
35939928,600,8842,4171755
35939928,699,8842,4171754
35928046,700,8842,4171755
35928046,799,8842,4171754
35926866,800,8842,4171755
35926866,899,8842,4171754
35936271,900,8842,4171755
35936271,999,8842,4171754
35939693,1000,8842,4171755
35939693,1999,8842,4171754
35940090,2000,8842,4171755
35940090,2999,8842,4171754
35939069,3000,8842,4171755
35939069,3999,8842,4171754
35933798,4000,8842,4171755
35933798,4999,8842,4171754
35927031,5000,8842,4171755
35927031,5999,8842,4171754
35939409,6000,8842,4171755
35939409,6999,8842,4171754
35934387,7000,8842,4171755
35934387,7999,8842,4171754
35934587,8000,8842,4171755
35934587,8999,8842,4171754
35929647,9000,8842,4171755
35929647,9999,8842,4171754
35937492,10000,8842,4171755
35937366,0.1,8840,4171756
35942126,0.2,8840,4171755
35942126,97.9,8840,4171754
35931253,98,8840,4171755
35925316,0.1,8840,4171756
35942247,0.1,8840,4171755
35942247,97.9,8840,4171754
35928799,98,8840,4171755
35942477,1,8588,4171755
35942477,988,8588,4171754
35932324,989,8588,4172704
35930758,1,8582,4171756
35925045,1,8582,4171755
35925045,2,8582,4171754
35924851,2,8582,4171755
35924851,3,8582,4171754
35928396,3,8582,4171755
35928396,4,8582,4171754
35921673,4,8582,4171755
35921673,5,8582,4171754
35930280,2,9384,4172703
35926419,3,9384,4172703
35939997,4,9384,4171755
35939997,5,9384,4171754
35928208,2,9384,4172703
35920983,3,9384,4171755
35920983,5,9384,4171754
35942478,1,8588,4171755
35942478,979,8588,4171754
35928664,980,8588,4172704
35923804,1,8582,4171756
35925079,1,8582,4171755
35925079,2,8582,4171754
35936911,2,8582,4171755
35936911,3,8582,4171754
35927120,3,8582,4171755
35927120,4,8582,4171754
35937508,4,8582,4171755
35937508,5,8582,4171754
35937889,2,9384,4172703
35920942,3,9384,4172703
35926820,4,9384,4171755
35926820,5,9384,4171754
35927324,2,9384,4172703
35929429,3,9384,4171755
35929429,5,9384,4171754
35942365,0,8554,4171755
35942365,100,8554,4171754
35922341,5,8554,4171754
35936486,5,8554,4171755
35936486,10,8554,4171754
35937079,10,8554,4171755
35937079,20,8554,4171754
35930324,20,8554,4171755
35930324,50,8554,4171754
35922324,50,8554,4172704
35942184,1,8588,4171755
35942184,988,8588,4171754
35921873,989,8588,4172704
35933193,1,8582,4171756
35921390,1,8582,4171755
35921390,2,8582,4171754
35921154,2,8582,4171755
35921154,3,8582,4171754
35935251,3,8582,4171755
35935251,4,8582,4171754
35930536,4,8582,4171755
35930536,5,8582,4171754
35942264,0.1,8588,4171755
35942264,97.9,8588,4171754
35929792,98,8588,4172704
35942256,1,8588,4171755
35942256,979,8588,4171754
35936242,980,8588,4172704
35910324,989,8588,4172704
35937280,1,8582,4171756
35939592,1,8582,4171755
35939592,2,8582,4171754
35939207,2,8582,4171755
35939207,3,8582,4171754
35929001,3,8582,4171755
35929001,4,8582,4171754
35921540,4,8582,4171755
35921540,5,8582,4171754
35934820,5,8582,4171755
35934820,6,8582,4171754
35922553,6,8582,4172704
35911002,980,8588,4172704
35915900,989,8588,4172704
35914740,1,8582,4171756
35915053,1,8582,4171755
35915053,2,8582,4171754
35912688,2,8582,4171755
35912688,3,8582,4171754
35915884,3,8582,4171755
35915884,4,8582,4171754
35910623,4,8582,4171755
35910623,5,8582,4171754
35942146,0.1,32661,4171755
35942146,0.8,32661,4171754
35930165,1,32661,4171756
35942356,1,32661,4171755
35942356,10,32661,4171754
35931359,11,32661,4171755
35942299,1,9666,4171755
35942299,50,9666,4171754
35912943,9.8,8588,4172704
35913088,9.89,8588,4172704
35942459,0.1,8588,4171755
35942459,97.9,8588,4171754
35933788,98,8588,4172704
35922631,3,8588,4171756
35932115,3,8588,4171755
35932115,6,8588,4171754
35937839,6,8588,4171755
35937839,9,8588,4171754
35927244,9,8588,4171755
35927244,12,8588,4171754
35938067,12,8588,4171755
35938067,15,8588,4171754
35938470,15,8588,4171755
35938470,18,8588,4171754
35923675,18,8588,4172704
35942080,0.1,8588,4171755
35942080,97.9,8588,4171754
35938140,98,8588,4172704
35922214,3,8588,4171756
35920388,3,8588,4171755
35920388,6,8588,4171754
35925271,6,8588,4171755
35925271,9,8588,4171754
35933908,9,8588,4171755
35933908,12,8588,4171754
35921567,12,8588,4171755
35921567,15,8588,4171754
35923910,15,8588,4172704
35942397,1,8588,4171755
35942397,979,8588,4171754
35920699,980,8588,4172704
35924122,3,8582,4171756
35933246,3,8582,4171755
35933246,8,8582,4171754
35935733,8,8582,4172704
35914215,980,8588,4172704
35910251,989,8588,4172704
35911871,1,8582,4171756
35914020,1,8582,4171755
35914020,2,8582,4171754
35915947,2,8582,4171755
35915947,3,8582,4171754
35913612,3,8582,4171755
35913612,4,8582,4171754
35913526,4,8582,4171755
35913526,5,8582,4171754
35942537,0.1,32661,4171755
35942537,0.8,32661,4171754
35923945,1,32661,4171756
35942457,1,32661,4171755
35942457,10,32661,4171754
35928057,11,32661,4171755
35942210,1,9666,4171755
35942210,50,9666,4171754
35915361,9.8,8588,4172704
35914898,9.89,8588,4172704
35942423,0.1,8588,4171755
35942423,97.9,8588,4171754
35934738,98,8588,4172704
35938902,3,8588,4171756
35922817,3,8588,4171755
35922817,6,8588,4171754
35932375,6,8588,4171755
35932375,9,8588,4171754
35937458,9,8588,4171755
35937458,12,8588,4171754
35935974,12,8588,4171755
35935974,15,8588,4171754
35931635,15,8588,4171755
35931635,18,8588,4171754
35935376,18,8588,4172704
35942363,0.1,8588,4171755
35942363,97.9,8588,4171754
35923139,98,8588,4172704
35928434,3,8588,4171756
35921384,3,8588,4171755
35921384,6,8588,4171754
35930666,6,8588,4171755
35930666,9,8588,4171754
35927589,9,8588,4171755
35927589,12,8588,4171754
35935542,12,8588,4171755
35935542,15,8588,4171754
35938291,15,8588,4172704
35942325,1,8588,4171755
35942325,979,8588,4171754
35927747,980,8588,4172704
35920838,3,8582,4171756
35930615,3,8582,4171755
35930615,8,8582,4171754
35932645,8,8582,4172704
35942201,1,8588,4171755
35942201,988,8588,4171754
35938134,989,8588,4172704
35927951,1,8582,4171756
35921997,1,8582,4171755
35921997,2,8582,4171754
35934603,2,8582,4171755
35934603,3,8582,4171754
35935804,3,8582,4171755
35935804,4,8582,4171754
35928671,4,8582,4171755
35928671,5,8582,4171754
35942251,0.01,8588,4171755
35942251,9.79,8588,4171754
35928490,9.8,8588,4172704
35913282,9.89,8588,4172704
35923806,0.5,8588,4171756
35931470,0.8,8588,4171756
35929359,0.5,8588,4172704
35924791,0.8,8588,4172704
35940042,1.5,8588,4171756
35930718,1.5,8588,4172704
35942524,1,8588,4171755
35942524,988,8588,4171754
35936512,989,8588,4172704
35935394,1,8582,4171756
35924864,1,8582,4171755
35924864,2,8582,4171754
35928838,2,8582,4171755
35928838,3,8582,4171754
35932239,3,8582,4171755
35932239,4,8582,4171754
35921158,4,8582,4171755
35921158,5,8582,4171754
35942219,0.1,8588,4171755
35942219,97.9,8588,4171754
35924005,98,8588,4172704
35942233,1,8588,4171755
35942233,979,8588,4171754
35939608,980,8588,4172704
35915270,989,8588,4172704
35928910,1,8582,4171756
35929383,1,8582,4171755
35929383,2,8582,4171754
35934895,2,8582,4171755
35934895,3,8582,4171754
35925459,3,8582,4171755
35925459,4,8582,4171754
35925666,4,8582,4171755
35925666,5,8582,4171754
35926336,5,8582,4171755
35926336,6,8582,4171754
35928618,6,8582,4172704
35942212,1,8588,4171755
35942212,988,8588,4171754
35921076,989,8588,4172704
35935322,1,8582,4171756
35929506,1,8582,4171755
35929506,2,8582,4171754
35920974,2,8582,4171755
35920974,3,8582,4171754
35933261,3,8582,4171755
35933261,4,8582,4171754
35937107,4,8582,4171755
35937107,5,8582,4171754
35942217,1,8588,4171755
35942217,988,8588,4171754
35928973,989,8588,4172704
35937446,1,8582,4171756
35920559,1,8582,4171755
35920559,2,8582,4171754
35921124,2,8582,4171755
35921124,3,8582,4171754
35934807,3,8582,4171755
35934807,4,8582,4171754
35929097,4,8582,4171755
35929097,5,8582,4171754
35942205,0.1,8588,4171755
35942205,97.9,8588,4171754
35937195,98,8588,4172704
35942529,1,8588,4171755
35942529,979,8588,4171754
35923020,980,8588,4172704
35912569,989,8588,4172704
35927328,1,8582,4171756
35922633,1,8582,4171755
35922633,2,8582,4171754
35922278,2,8582,4171755
35922278,3,8582,4171754
35931519,3,8582,4171755
35931519,4,8582,4171754
35926873,4,8582,4171755
35926873,5,8582,4171754
35928521,5,8582,4171755
35928521,6,8582,4171754
35936179,6,8582,4172704
35942525,1,8588,4171755
35942525,988,8588,4171754
35929364,989,8588,4172704
35923784,1,8582,4171756
35939401,1,8582,4171755
35939401,2,8582,4171754
35921778,2,8582,4171755
35921778,3,8582,4171754
35930654,3,8582,4171755
35930654,4,8582,4171754
35925558,4,8582,4171755
35925558,5,8582,4171754
35942344,0.1,8588,4171755
35942344,97.9,8588,4171754
35929135,98,8588,4172704
35942096,1,8588,4171755
35942096,979,8588,4171754
35928157,980,8588,4172704
35915985,989,8588,4172704
35938872,1,8582,4171756
35934032,1,8582,4171755
35934032,2,8582,4171754
35921586,2,8582,4171755
35921586,3,8582,4171754
35922725,3,8582,4171755
35922725,4,8582,4171754
35927999,4,8582,4171755
35927999,5,8582,4171754
35928812,5,8582,4171755
35928812,6,8582,4171754
35922110,6,8582,4172704
35942202,1,8588,4171755
35942202,988,8588,4171754
35925913,989,8588,4172704
35935248,1,8582,4171756
35936985,1,8582,4171755
35936985,2,8582,4171754
35939381,2,8582,4171755
35939381,3,8582,4171754
35923620,3,8582,4171755
35923620,4,8582,4171754
35923124,4,8582,4171755
35923124,5,8582,4171754
35942456,0.1,8588,4171755
35942456,97.9,8588,4171754
35922217,98,8588,4172704
35942347,1,8588,4171755
35942347,979,8588,4171754
35920103,980,8588,4172704
35913404,989,8588,4172704
35936199,1,8582,4171756
35933382,1,8582,4171755
35933382,2,8582,4171754
35935012,2,8582,4171755
35935012,3,8582,4171754
35925937,3,8582,4171755
35925937,4,8582,4171754
35928759,4,8582,4171755
35928759,5,8582,4171754
35922655,5,8582,4171755
35922655,6,8582,4171754
35936643,6,8582,4172704
35942327,1,8588,4171755
35942327,988,8588,4171754
35928181,989,8588,4172704
35933255,1,8582,4171756
35930311,1,8582,4171755
35930311,2,8582,4171754
35921065,2,8582,4171755
35921065,3,8582,4171754
35923867,3,8582,4171755
35923867,4,8582,4171754
35929608,4,8582,4171755
35929608,5,8582,4171754
35942476,0.1,8588,4171755
35942476,97.9,8588,4171754
35925686,98,8588,4172704
35942354,1,8588,4171755
35942354,979,8588,4171754
35934473,980,8588,4172704
35915192,989,8588,4172704
35936999,1,8582,4171756
35921685,1,8582,4171755
35921685,2,8582,4171754
35937045,2,8582,4171755
35937045,3,8582,4171754
35921084,3,8582,4171755
35921084,4,8582,4171754
35936312,4,8582,4171755
35936312,5,8582,4171754
35939190,5,8582,4171755
35939190,6,8582,4171754
35926082,6,8582,4172704
35942517,1,8588,4171755
35942517,988,8588,4171754
35932762,989,8588,4172704
35938589,1,8582,4171756
35934831,1,8582,4171755
35934831,2,8582,4171754
35933977,2,8582,4171755
35933977,3,8582,4171754
35920987,3,8582,4171755
35920987,4,8582,4171754
35921023,4,8582,4171755
35921023,5,8582,4171754
35942374,0.1,8588,4171755
35942374,97.9,8588,4171754
35921849,98,8588,4172704
35942499,1,8588,4171755
35942499,979,8588,4171754
35939102,980,8588,4172704
35913051,989,8588,4172704
35934750,1,8582,4171756
35922198,1,8582,4171755
35922198,2,8582,4171754
35922813,2,8582,4171755
35922813,3,8582,4171754
35924384,3,8582,4171755
35924384,4,8582,4171754
35934084,4,8582,4171755
35934084,5,8582,4171754
35928889,5,8582,4171755
35928889,6,8582,4171754
35935690,6,8582,4172704
35912903,980,8588,4172704
35911640,989,8588,4172704
35910659,1,8582,4171756
35915773,1,8582,4171755
35915773,2,8582,4171754
35911536,2,8582,4171755
35911536,3,8582,4171754
35914367,3,8582,4171755
